time_iso,gnss_mps,right_erpm,yaw_rate_rps,yaw_error_to_goal_rad,goal_distance_m
2026-09-18T00:45:29.779,0.014100,nan,nan,nan,nan
2026-09-18T00:45:29.979,0.041200,nan,nan,nan,nan
2026-09-18T00:45:30.179,0.011400,nan,nan,nan,nan
2026-09-18T00:45:30.379,0.056900,nan,nan,nan,nan
2026-09-18T00:45:30.579,0.038000,0.000,0.000000,nan,nan
2026-09-18T00:45:30.779,0.012200,0.000,0.000000,nan,nan
2026-09-18T00:45:30.979,0.019900,0.000,0.000000,nan,nan
2026-09-18T00:45:31.179,0.031100,0.000,0.000000,nan,nan
2026-09-18T00:45:31.379,0.013300,0.000,0.000000,nan,nan
2026-09-18T00:45:31.579,0.058600,0.000,0.000000,nan,nan
2026-09-18T00:45:31.779,0.057900,0.000,0.000000,nan,nan
2026-09-18T00:45:31.979,0.022800,0.000,0.000000,nan,nan
2026-09-18T00:45:32.179,0.034700,0.000,0.000000,nan,nan
2026-09-18T00:45:32.379,0.027200,0.000,0.000000,nan,nan
2026-09-18T00:45:32.579,0.026600,0.000,0.000000,nan,nan
2026-09-18T00:45:32.779,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:32.979,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:33.179,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:33.379,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:33.579,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:33.779,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:33.979,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:34.179,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:34.379,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:34.579,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:34.779,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:34.979,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:35.179,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:35.379,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:35.580,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:35.779,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:35.979,0.036100,0.000,0.000000,nan,nan
2026-09-18T00:45:36.179,0.022100,0.000,0.000000,nan,nan
2026-09-18T00:45:36.379,0.014900,0.000,0.000000,nan,nan
2026-09-18T00:45:36.579,0.028300,0.000,0.000000,nan,nan
2026-09-18T00:45:36.779,0.025600,0.000,0.000000,nan,nan
2026-09-18T00:45:36.979,0.049000,0.000,0.000000,nan,nan
2026-09-18T00:45:37.179,0.028000,0.000,0.000000,nan,nan
2026-09-18T00:45:37.379,0.007300,0.000,0.000000,nan,nan
2026-09-18T00:45:37.579,0.040700,0.000,0.000000,nan,nan
2026-09-18T00:45:37.779,0.044600,0.000,0.000000,nan,nan
2026-09-18T00:45:37.979,0.020200,0.000,0.000000,nan,nan
2026-09-18T00:45:38.179,0.014300,0.000,0.000000,nan,nan
2026-09-18T00:45:38.379,0.057700,0.000,0.000000,nan,nan
2026-09-18T00:45:38.579,0.025300,0.000,0.000000,nan,nan
2026-09-18T00:45:38.779,0.027000,0.000,0.000000,nan,nan
2026-09-18T00:45:38.979,0.032200,0.000,0.000000,nan,nan
2026-09-18T00:45:39.179,0.007300,0.000,0.000000,nan,nan
2026-09-18T00:45:39.379,0.014100,0.000,0.000000,nan,nan
2026-09-18T00:45:39.579,0.016800,0.000,0.000000,nan,nan
2026-09-18T00:45:39.779,0.020100,0.000,0.000000,nan,nan
2026-09-18T00:45:39.979,0.031000,0.000,0.000000,nan,nan
2026-09-18T00:45:40.179,0.020600,0.000,0.000000,nan,nan
2026-09-18T00:45:40.379,0.009100,0.000,0.000000,nan,nan
2026-09-18T00:45:40.579,0.024000,0.000,0.000000,nan,nan
2026-09-18T00:45:40.779,0.017100,0.000,0.000000,nan,nan
2026-09-18T00:45:40.979,0.016300,0.000,0.000000,nan,nan
2026-09-18T00:45:41.179,0.042300,0.000,0.000000,nan,nan
2026-09-18T00:45:41.379,0.045000,0.000,0.000000,nan,nan
2026-09-18T00:45:41.579,0.012600,0.000,0.000000,nan,nan
2026-09-18T00:45:41.779,0.030100,0.000,0.000000,nan,nan
2026-09-18T00:45:41.979,0.018900,0.000,0.000000,nan,nan
2026-09-18T00:45:42.179,0.009200,0.000,0.000000,nan,nan
2026-09-18T00:45:42.379,0.036700,0.000,0.000000,nan,nan
2026-09-18T00:45:42.579,0.042800,0.000,0.000000,nan,nan
2026-09-18T00:45:42.779,0.022800,0.000,0.000000,nan,nan
2026-09-18T00:45:42.979,0.013400,0.000,0.000000,nan,nan
2026-09-18T00:45:43.179,0.027300,0.000,0.000000,nan,nan
2026-09-18T00:45:43.379,0.016000,0.000,0.000000,nan,nan
2026-09-18T00:45:43.579,0.005100,0.000,0.000000,nan,nan
2026-09-18T00:45:43.779,0.023000,0.000,0.000000,nan,nan
2026-09-18T00:45:43.979,0.009200,0.000,0.000000,nan,nan
2026-09-18T00:45:44.179,0.035900,0.000,0.000000,nan,nan
2026-09-18T00:45:44.379,0.011000,0.000,0.000000,nan,nan
2026-09-18T00:45:44.579,0.049800,0.000,0.000000,nan,nan
2026-09-18T00:45:44.779,0.051900,0.000,0.000000,nan,nan
2026-09-18T00:45:44.979,0.021500,0.000,0.000000,nan,nan
2026-09-18T00:45:45.179,0.035000,0.000,0.000000,nan,nan
2026-09-18T00:45:45.379,0.047400,0.000,0.000000,nan,nan
2026-09-18T00:45:45.580,0.098700,0.000,0.000000,nan,nan
2026-09-18T00:45:45.779,0.004100,0.000,0.000000,nan,nan
2026-09-18T00:45:45.979,0.058800,0.000,0.000000,nan,nan
2026-09-18T00:45:46.179,0.095000,0.000,0.000000,nan,nan
2026-09-18T00:45:46.379,0.029600,0.000,0.000000,nan,nan
2026-09-18T00:45:46.579,0.019100,0.000,0.000000,nan,nan
2026-09-18T00:45:46.779,0.007800,0.000,0.000000,nan,nan
2026-09-18T00:45:46.979,0.041000,0.000,0.000000,nan,nan
2026-09-18T00:45:47.179,0.024200,0.000,0.000000,nan,nan
2026-09-18T00:45:47.379,0.026900,0.000,0.000000,nan,nan
2026-09-18T00:45:47.579,0.028000,0.000,0.000000,nan,nan
2026-09-18T00:45:47.779,0.009100,0.000,0.000000,nan,nan
2026-09-18T00:45:47.979,0.005000,0.000,0.000000,nan,nan
2026-09-18T00:45:48.179,0.020100,0.000,0.000000,nan,nan
2026-09-18T00:45:48.379,0.007100,0.000,0.000000,nan,nan
2026-09-18T00:45:48.579,0.044300,0.000,0.000000,nan,nan
2026-09-18T00:45:48.779,0.050800,0.000,0.000000,nan,nan
2026-09-18T00:45:48.979,0.030600,0.000,0.000000,nan,nan
2026-09-18T00:45:49.179,0.014100,0.000,0.000000,nan,nan
2026-09-18T00:45:49.379,0.021900,0.000,0.000000,nan,nan
2026-09-18T00:45:49.579,0.043300,0.000,0.000000,nan,nan
2026-09-18T00:45:49.779,0.021600,0.000,0.000000,nan,nan
2026-09-18T00:45:49.979,0.021400,0.000,0.000000,nan,nan
2026-09-18T00:45:50.179,0.049700,0.000,0.000000,nan,nan
2026-09-18T00:45:50.379,0.022800,0.000,0.000000,nan,nan
2026-09-18T00:45:50.579,0.033100,0.000,0.000000,nan,nan
2026-09-18T00:45:50.779,0.004000,0.000,0.000000,nan,nan
2026-09-18T00:45:50.979,0.019000,0.000,0.000000,nan,nan
2026-09-18T00:45:51.179,0.063000,0.000,0.000000,nan,nan
2026-09-18T00:45:51.379,0.032400,0.000,0.000000,nan,nan
2026-09-18T00:45:51.579,0.040700,0.000,0.000000,nan,nan
2026-09-18T00:45:51.779,0.028000,0.000,0.000000,nan,nan
2026-09-18T00:45:51.979,0.033200,0.000,0.000000,nan,nan
2026-09-18T00:45:52.179,0.025800,0.000,0.000000,nan,nan
2026-09-18T00:45:52.379,0.020600,0.000,0.000000,nan,nan
2026-09-18T00:45:52.579,0.007200,0.000,0.000000,nan,nan
