source_mode,sample_seq,wall_utc_ns,utc_iso8601,ros_now_ns,monotonic_ns,measurement_stamp_ns,measurement_stamp_sec,measurement_stamp_nanosec,f411_mcu_ms,dronecan_network_us,dronecan_gnss_us,dronecan_time_standard,timestamp_source_code,x_m,y_m,xy_source,gnss_east_m,gnss_north_m,longitude_deg,latitude_deg,altitude_m,hacc_m,vacc_m,fix_type,fix_valid,satellites,satellites_visible,gnss_ground_speed_mps,gnss_course_deg,gnss_vel_n_mps,gnss_vel_e_mps,gnss_vel_d_mps,gnss_sacc_mps,gnss_course_acc_deg,gnss_pdop,gnss_rate_hz,yaw_neo3_deg,yaw_neo3_source,yaw_neo3_valid,neo3_mag_x_ut,neo3_mag_y_ut,neo3_mag_z_ut,neo3_mag_norm_ut,neo3_node_id,yaw_yahboom_deg,yaw_yahboom_source,yaw_yahboom_valid,yah_mag_raw_x_lsb,yah_mag_raw_y_lsb,yah_mag_raw_z_lsb,yah_mag_corrected_x,yah_mag_corrected_y,yahboom_corrected_norm,yaw_inertial_deg,yaw_inertial_source,yaw_inertial_valid,gyro_integrated_yaw_deg,yaw_gnss_heading_deg,yaw_imu_orientation_deg,map_yaw_from_enu_deg,imu_acc_raw_x,imu_acc_raw_y,imu_acc_raw_z,imu_acc_x_mps2,imu_acc_y_mps2,imu_acc_z_mps2,imu_acc_norm_mps2,imu_gyro_raw_x,imu_gyro_raw_y,imu_gyro_raw_z,imu_gyro_x_dps,imu_gyro_y_dps,imu_gyro_z_dps,imu_gyro_x_rps,imu_gyro_y_rps,imu_gyro_z_rps,gyro_z_rps,imu_angle_raw_roll,imu_angle_raw_pitch,imu_angle_raw_yaw,imu_roll_deg,imu_pitch_deg,imu_accgyro_yaw_deg,baro_pressure_pa,baro_temperature_k,neo3_crc_ok,yahboom_checksum_ok,bad_neo3_crc,bad_yahboom_checksum,f4_line_count,gnss_count,neo3_mag_count,imu_acc_count,imu_gyro_count,imu_angle_count,imu_mag_count,raw_message_count,raw_reference
ROS_TOPICS,1,1789499706786343863,2026-09-15T19:15:06.786344+00:00,1789499706786352772,6210036062192,1789499706786352772,1789499706,786352772,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,2,1789499706886466240,2026-09-15T19:15:06.886466+00:00,1789499706886476756,6210136184436,1789499706886476756,1789499706,886476756,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,3,1789499706986348653,2026-09-15T19:15:06.986349+00:00,1789499706986357468,6210236066785,1789499706986357468,1789499706,986357468,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,4,1789499707086331774,2026-09-15T19:15:07.086332+00:00,1789499707086341672,6210336050395,1789499707086341672,1789499707,86341672,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,5,1789499707459247169,2026-09-15T19:15:07.459247+00:00,1789499707459262602,6210708965889,1789499707459262602,1789499707,459262602,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=73 messages=0
ROS_TOPICS,6,1789499707487474049,2026-09-15T19:15:07.487474+00:00,1789499707487482685,6210737192001,1789499707400000000,1789499707,400000000,9545192,1789499707407414,1789499707400000,2,4,-0.0,0.0,gnss_local_enu_ros,-0.0,0.0,110.4352051,-7.0508403,253.741,20.0,20.585,3,1,10,0,0.6288,28.806999999999995,0.551,0.303,0.859,5.6954,180.0,-1.0,5.007,84.64661310758106,neo3_calibrated_ros,1,24.4141,-5.41382,-29.394499999999997,38.592672310328545,1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,98630.68,nan,,,,,,1,2,0,0,0,0,23,ROS topics=73 messages=23
ROS_TOPICS,7,1789499707590047372,2026-09-15T19:15:07.590048+00:00,1789499707590052388,6210839765460,1789499707400000000,1789499707,400000000,9545192,1789499707407414,1789499707400000,2,4,185.04183294800077,110.69198312172175,nav2_filtered_map,-0.0,0.0,110.4352051,-7.0508403,253.741,20.0,20.585,3,1,10,0,0.6288,28.806999999999995,0.551,0.303,0.859,5.6954,180.0,-1.0,5.007,84.97030865731708,neo3_calibrated_ros,1,24.353,-5.19409,-29.1748,38.35643537880052,1,84.36414638536667,yahboom_calibrated_ros,1,3154.0,1698.0,3874.0,0.9136534528869168,-0.02554697631002054,0.9140105469691092,85.0329521332031,logger_gyro_integral:neo3_calibrated_ros,1,85.0329521332031,nan,153.6328125,0.0,,,,-0.0143652099609375,-0.51714755859375,9.7683427734375,9.787822728156089,,,,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0102539062499996,-0.13183593750000006,153.6328125,98632.812,nan,,,,,,1,5,3,3,0,4,77,ROS topics=73 messages=77
ROS_TOPICS,8,1789499707695818426,2026-09-15T19:15:07.695818+00:00,1789499707695826848,6210945536508,1789499707600000000,1789499707,600000000,9545392,1789499707607982,1789499707600000,2,4,184.9882117333603,110.65594423210834,nav2_filtered_map,0.20992646486197764,0.3760244645406916,110.435207,-7.0508369,253.412,20.18,20.67,3,1,11,0,1.0231,34.808,0.84,0.584,1.33,6.1084,180.0,-1.0,5.006,84.6608320141773,neo3_calibrated_ros,1,24.3652,-5.39856,-29.3213,38.50384467561129,1,84.46261642892614,yahboom_calibrated_ros,1,3149.0,1686.0,3882.0,0.9129141949178988,-0.02722118888050331,0.913319944163415,85.0329521332031,logger_gyro_integral:neo3_calibrated_ros,1,85.0329521332031,nan,153.6328125,0.0,,,,-0.009576806640625,-0.51714755859375,9.7683427734375,9.787817409382907,,,,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0047607421874996,-0.13183593750000006,153.6328125,98631.594,34.85000000000002,,,,,,2,7,8,8,0,9,165,ROS topics=74 messages=165
ROS_TOPICS,9,1789499707788692317,2026-09-15T19:15:07.788692+00:00,1789499707788697096,6211038409869,1789499707600000000,1789499707,600000000,9545392,1789499707607982,1789499707600000,2,4,184.82060017883578,110.50722932942206,nav2_filtered_map,0.20992646486197764,0.3760244645406916,110.435207,-7.0508369,253.412,20.18,20.67,3,1,11,0,1.0231,34.808,0.84,0.584,1.33,6.1084,180.0,-1.0,5.006,85.01899633527171,neo3_calibrated_ros,1,24.3652,-5.16357,-29.1992,38.37862304493089,1,84.23279330158334,yahboom_calibrated_ros,1,3136.0,1715.0,3873.0,0.9110983313407323,-0.023219428144453304,0.9113941579883109,85.0329521332031,logger_gyro_integral:neo3_calibrated_ros,1,85.0329521332031,nan,153.6328125,0.0,,,,-0.0430956298828125,-0.51714755859375,9.777919580078125,9.797467148967467,,,,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0047607421874996,-0.13183593750000006,153.6328125,98630.375,34.85000000000002,,,,,,2,10,13,13,0,14,239,ROS topics=74 messages=239
ROS_TOPICS,10,1789499707889217142,2026-09-15T19:15:07.889217+00:00,1789499707889222326,6211138934777,1789499707800000000,1789499707,800000000,9545590,1789499707805783,1789499707800000,2,4,184.76135874959385,110.4660857925757,nav2_filtered_map,0.27621902881054866,0.552977143835121,110.4352076,-7.0508353,253.30100000000002,20.372,20.761,3,1,11,0,0.7422,34.183,0.614,0.417,1.191,6.4007,180.0,-1.0,5.013,84.70955227123632,neo3_calibrated_ros,1,24.3774,-5.36804,-29.3457,38.52588211438643,1,84.2642272619011,yahboom_calibrated_ros,1,3164.0,1710.0,3883.0,0.9151107979660263,-0.023863942548318494,0.9154219028994046,85.0329521332031,logger_gyro_integral:neo3_calibrated_ros,1,85.0329521332031,nan,153.6328125,0.0,,,,-0.023942016601562498,-0.49799394531249996,9.792284790039062,9.810756462028928,,,,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0047607421874996,-0.13183593750000006,153.6328125,98626.711,34.85000000000002,,,,,,3,12,18,18,0,19,331,ROS topics=74 messages=331
