source_mode,sample_seq,wall_utc_ns,utc_iso8601,ros_now_ns,monotonic_ns,measurement_stamp_ns,measurement_stamp_sec,measurement_stamp_nanosec,f411_mcu_ms,dronecan_network_us,dronecan_gnss_us,dronecan_time_standard,timestamp_source_code,x_m,y_m,xy_source,gnss_east_m,gnss_north_m,longitude_deg,latitude_deg,altitude_m,hacc_m,vacc_m,fix_type,fix_valid,satellites,satellites_visible,gnss_ground_speed_mps,gnss_course_deg,gnss_vel_n_mps,gnss_vel_e_mps,gnss_vel_d_mps,gnss_sacc_mps,gnss_course_acc_deg,gnss_pdop,gnss_rate_hz,yaw_neo3_deg,yaw_neo3_source,yaw_neo3_valid,neo3_mag_x_ut,neo3_mag_y_ut,neo3_mag_z_ut,neo3_mag_norm_ut,neo3_node_id,yaw_yahboom_deg,yaw_yahboom_source,yaw_yahboom_valid,yah_mag_raw_x_lsb,yah_mag_raw_y_lsb,yah_mag_raw_z_lsb,yah_mag_corrected_x,yah_mag_corrected_y,yahboom_corrected_norm,yaw_inertial_deg,yaw_inertial_source,yaw_inertial_valid,gyro_integrated_yaw_deg,yaw_gnss_heading_deg,yaw_imu_orientation_deg,map_yaw_from_enu_deg,imu_acc_raw_x,imu_acc_raw_y,imu_acc_raw_z,imu_acc_x_mps2,imu_acc_y_mps2,imu_acc_z_mps2,imu_acc_norm_mps2,imu_gyro_raw_x,imu_gyro_raw_y,imu_gyro_raw_z,imu_gyro_x_dps,imu_gyro_y_dps,imu_gyro_z_dps,imu_gyro_x_rps,imu_gyro_y_rps,imu_gyro_z_rps,gyro_z_rps,imu_angle_raw_roll,imu_angle_raw_pitch,imu_angle_raw_yaw,imu_roll_deg,imu_pitch_deg,imu_accgyro_yaw_deg,baro_pressure_pa,baro_temperature_k,neo3_crc_ok,yahboom_checksum_ok,bad_neo3_crc,bad_yahboom_checksum,f4_line_count,gnss_count,neo3_mag_count,imu_acc_count,imu_gyro_count,imu_angle_count,imu_mag_count,raw_message_count,raw_reference
ROS_TOPICS,1,1789500020726222765,2026-09-15T19:20:20.726223+00:00,1789500020726230109,6523975941213,1789500020726230109,1789500020,726230109,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,2,1789500020826187749,2026-09-15T19:20:20.826188+00:00,1789500020826194547,6524075906052,1789500020826194547,1789500020,826194547,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,3,1789500020926194697,2026-09-15T19:20:20.926195+00:00,1789500020926201895,6524175913089,1789500020926201895,1789500020,926201895,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,4,1789500021026217843,2026-09-15T19:20:21.026218+00:00,1789500021026224455,6524275936226,1789500021026224455,1789500021,26224455,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=0 messages=0
ROS_TOPICS,5,1789500021312380382,2026-09-15T19:20:21.312380+00:00,1789500021312387673,6524562098082,1789500021312387673,1789500021,312387673,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,0,ROS topics=56 messages=0
ROS_TOPICS,6,1789500021326534420,2026-09-15T19:20:21.326535+00:00,1789500021326541926,6524576252802,1789500021326541926,1789500021,326541926,-1,-1,-1,-1,-1,nan,nan,gnss_local_enu_ros,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,neo3_calibrated_ros,0,nan,nan,nan,nan,-1,nan,yahboom_calibrated_ros,0,nan,nan,nan,nan,nan,nan,nan,logger_gyro_integral:none,0,nan,nan,nan,0.0,,,,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,,,,0.0,0.0,nan,nan,nan,,,,,,0,0,0,0,0,0,8,ROS topics=56 messages=8
ROS_TOPICS,7,1789500021430847877,2026-09-15T19:20:21.430848+00:00,1789500021430852409,6524680565776,1789500021430852409,1789500021,430852409,-1,-1,-1,-1,-1,171.2973818609563,106.74243598036132,nav2_filtered_map,nan,nan,nan,nan,nan,nan,nan,-1,0,-1,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.373693946735246,/neo3/mag_heading_fusion,1,-14.294399999999998,-30.859399999999997,-27.539099999999998,43.76110680193086,-1,-9.556058570328084,/imu/mag_heading_fusion,1,-4112.0,7745.0,4549.0,-0.11920238683772069,0.800852541143996,0.8096752445793346,69.02212452111816,logger_gyro_integral:imu_orientation,1,69.02212452111816,nan,69.13696289062499,0.0,,,,-0.565031591796875,0.19632453613281248,9.897629663085937,9.921357630638818,,,,3.9062499999999996,17.27294921875,16.845703125,-0.06817692390602849,-0.30146983539696975,0.2940129843447479,0.2940129843447479,,,,5.509643554687498,-3.0541992187499982,69.13696289062499,98637.695,nan,,,,,,0,1,3,3,0,4,50,ROS topics=56 messages=50
ROS_TOPICS,8,1789500021526309781,2026-09-15T19:20:21.526310+00:00,1789500021526314010,6524776027378,1789500021400000000,1789500021,400000000,-1,-1,-1,-1,4,171.28641466381694,106.69618351849213,nav2_filtered_map,-0.0,0.0,110.4350955,-7.0508647,255.36100000000002,12.068,13.752,3,1,10,-1,0.2456,205.313,-0.222,-0.105,-0.28,2.3914,180.0,2.75,5.01,-5.302125353499084,/neo3/mag_heading_fusion,1,-14.209,-30.3711,-28.0029,43.685945161115605,-1,-8.250759552710662,/imu/mag_heading_fusion,1,-3971.0,7734.0,4678.0,-0.09897173695381777,0.7995746899720546,0.8056767897609829,-6.897090398334369,logger_gyro_integral:neo3_calibrated_ros,1,-6.897090398334369,nan,68.11523437500001,0.0,,,,-0.9528922607421875,-1.1013327636718748,9.303867651367186,9.42282888232865,,,,7.99560546875,-9.460449218749998,-24.597167968749996,-0.13954964112015208,0.16511598758491275,-0.42930156772077316,-0.42930156772077316,,,,6.410522460937502,-2.845458984375,68.11523437500001,98635.867,nan,,,,,,1,4,9,9,0,10,158,ROS topics=56 messages=158
ROS_TOPICS,9,1789500021658181599,2026-09-15T19:20:21.658182+00:00,1789500021658188472,6524907899636,1789500021400000000,1789500021,400000000,-1,-1,-1,-1,4,171.27852007454112,106.7217696817637,nav2_filtered_map,-0.0,0.0,110.4350955,-7.0508647,255.36100000000002,12.068,13.752,3,1,10,-1,0.2456,205.313,-0.222,-0.105,-0.28,2.3914,180.0,2.75,5.01,-7.459488850672603,/neo3/mag_heading_fusion,1,-15.2466,-30.127,-28.2227,44.00699644204317,-1,-10.356435068409695,/imu/mag_heading_fusion,1,-4183.0,7657.0,4715.0,-0.12955447676648174,0.7885144101140833,0.7990865644020037,-7.737970362872944,logger_gyro_integral:neo3_calibrated_ros,1,-7.737970362872944,nan,66.84631347656249,0.0,,,,0.033518823242187495,-1.8722656982421875,9.80665,9.989638223998988,,,,-7.4462890625,-11.16943359375,9.3994140625,0.12996226119586682,0.19494339179380024,0.16405072314888106,0.16405072314888106,,,,6.619262695312501,-4.163818359374999,66.84631347656249,98637.086,nan,,,,,,1,6,14,14,0,15,224,ROS topics=74 messages=224
ROS_TOPICS,10,1789500021726617777,2026-09-15T19:20:21.726618+00:00,1789500021726623737,6524976335704,1789500021600000000,1789500021,600000000,-1,-1,-1,-1,4,171.27487295690213,106.67874730391931,nav2_filtered_map,0.04419505630024004,0.022119093302192406,110.4350959,-7.0508645,255.431,12.005,13.675,3,1,10,-1,0.0959,120.041,-0.048,0.083,-0.272,2.1158,180.0,2.75,5.0,-5.2623901624537694,/neo3/mag_heading_fusion,1,-14.209,-30.5664,-27.5879,43.55792369213666,-1,-9.671877849322225,/imu/mag_heading_fusion,1,-4117.0,7698.0,4636.0,-0.12000339314527353,0.7943209370506613,0.8033346534311959,-5.017514110553609,logger_gyro_integral:neo3_calibrated_ros,1,-5.017514110553609,nan,69.4720458984375,0.0,,,,-0.9193734375,-0.5410895751953124,9.945513696289062,10.008229711470559,,,,0.6103515625,10.620117187499998,28.930664062500004,-0.010652644360316953,-0.18535601186951495,0.5049353426790236,0.5049353426790236,,,,5.586547851562499,-3.8671875000000004,69.4720458984375,98632.812,35.60000000000002,,,,,,2,9,19,19,0,20,323,ROS topics=74 messages=323
