t_s,phase,cmd_erpm,actual_erpm,gnss_vx,gnss_vy,gnss_vz,gnss_speed_xy,odom_x,odom_y,estop,ready,feedback
2.2792755450000186,run,-1000.0,-1126.0,-0.048,-0.261,0.108,0.265377090194312,0.8178848011073756,0.0,False,True,True
2.322200323999823,run,-1000.0,-1230.0,0.041,-0.259,0.071,0.2622250941462316,0.8122220373758756,0.0,False,True,True
2.3696860150002976,run,-1000.0,-1300.0,0.041,-0.259,0.071,0.2622250941462316,0.8057507972101257,0.0,False,True,True
2.4164884250003524,run,-1000.0,-1167.0,0.041,-0.259,0.071,0.2622250941462316,0.7996040011981257,0.0,False,True,True
2.4567615350006236,run,-1000.0,-1259.0,0.015,-0.331,0.059,0.3313397048347813,0.7905317763662507,0.0,False,True,True
2.4973852020002596,run,-1000.0,-1259.0,0.015,-0.331,0.059,0.3313397048347813,0.7839665485656258,0.0,False,True,True
2.540785195999888,run,-1000.0,-1290.0,0.097,-0.311,-0.049,0.3257759966602819,0.7775880869367509,0.0,False,True,True
2.5821299409999483,run,-1000.0,-1269.0,0.097,-0.311,-0.049,0.3257759966602819,0.771238353040876,0.0,False,True,True
2.636426381000092,run,-1000.0,-1176.0,-0.108,-0.249,-0.076,0.2714129694764051,0.764992420519876,0.0,False,True,True
2.676648876999934,run,-1000.0,-1176.0,-0.108,-0.249,-0.076,0.2714129694764051,0.7562332894661261,0.0,False,True,True
2.716937311000038,run,-1000.0,-1118.0,-0.108,-0.249,-0.076,0.2714129694764051,0.7532986761341262,0.0,False,True,True
2.7572009250006886,run,-1000.0,-1045.0,0.047,-0.206,0.07,0.21129363454680786,0.7477821569861262,0.0,False,True,True
2.7974182570005723,run,-1000.0,-1025.0,0.047,-0.206,0.07,0.21129363454680786,0.7401310180047511,0.0,False,True,True
2.840281071999925,run,-1000.0,-952.0,0.034,-0.195,0.04,0.1979419106707824,0.7350928159548761,0.0,False,True,True
2.882898169999862,run,-1000.0,-946.0,0.034,-0.195,0.04,0.1979419106707824,0.730345359387876,0.0,False,True,True
2.9364872940004716,run,-1000.0,-963.0,-0.077,-0.168,0.025,0.1848053029542172,0.725526955002501,0.0,False,True,True
2.9766894880003747,run,-1000.0,-946.0,-0.077,-0.168,0.025,0.1848053029542172,0.718405819390501,0.0,False,True,True
3.0169825240000137,run,-1000.0,-935.0,-0.077,-0.168,0.025,0.1848053029542172,0.7137252898217509,0.0,False,True,True
3.0573749380000663,run,-1000.0,-946.0,0.009,-0.219,0.02,0.21918485349129396,0.7090243548220008,0.0,False,True,True
3.102387773999908,run,-1000.0,-946.0,0.009,-0.219,0.02,0.21918485349129396,0.7043416666923757,0.0,False,True,True
3.1566656400000284,run,-1000.0,-941.0,-0.015,-0.149,0.036,0.14975313018431366,0.6996198946772507,0.0,False,True,True
3.197747580000396,run,-1000.0,-930.0,-0.015,-0.149,0.036,0.14975313018431366,0.6925533920452508,0.0,False,True,True
3.2408590630002436,run,-1000.0,-930.0,-0.052,-0.167,0.02,0.17490854753270352,0.6878185681402509,0.0,False,True,True
3.282480263999787,run,-1000.0,-824.0,-0.052,-0.167,0.02,0.17490854753270352,0.6833170603518759,0.0,False,True,True
3.3364783000006355,run,-1000.0,-637.0,0.049,-0.087,-0.01,0.09984988733093292,0.6794642575111259,0.0,False,True,True
3.3766563320004934,run,-1000.0,-666.0,0.049,-0.087,-0.01,0.09984988733093292,0.6746686488556259,0.0,False,True,True
3.4169625559998167,run,-1000.0,-695.0,0.049,-0.087,-0.01,0.09984988733093292,0.6711338199581259,0.0,False,True,True
3.457466874000602,run,-1000.0,-720.0,-0.007,-0.142,0.026,0.1421724305201258,0.667904827350626,0.0,False,True,True
3.5028836060000685,run,-1000.0,-689.0,-0.007,-0.142,0.026,0.1421724305201258,0.664358139158626,0.0,False,True,True
3.5566935710003236,run,-1000.0,-780.0,-0.048,-0.196,0.059,0.20179197209007102,0.660769043893001,0.0,False,True,True
3.596945942000275,run,-1000.0,-824.0,-0.048,-0.196,0.059,0.20179197209007102,0.6549433579483759,0.0,False,True,True
3.639187755000421,run,-1000.0,-776.0,0.0,-0.196,0.035,0.196,0.6507258270801259,0.0,False,True,True
3.681336446000387,run,-1000.0,-869.0,0.0,-0.196,0.035,0.196,0.6468634079781259,0.0,False,True,True
3.7214762630001132,run,-1000.0,-888.0,0.0,-0.196,0.035,0.196,0.642294500276126,0.0,False,True,True
3.7629451780003365,run,-1000.0,-869.0,-0.039,-0.217,0.032,0.22047675614449702,0.637933479037751,0.0,False,True,True
3.8165471950005667,run,-1000.0,-1012.0,-0.039,-0.217,0.032,0.22047675614449702,0.633249691396251,0.0,False,True,True
3.856838933999825,run,-1000.0,-914.0,0.034,-0.225,0.004,0.22755438910291315,0.6260349867275009,0.0,False,True,True
3.8973171860006914,run,-1000.0,-1103.0,0.034,-0.225,0.004,0.22755438910291315,0.620951966446376,0.0,False,True,True
3.940359248000277,run,-1000.0,-1066.0,0.041,-0.266,0.018,0.26914122686797726,0.615393208221126,0.0,False,True,True
3.9827915100004248,run,-1000.0,-1052.0,0.041,-0.266,0.018,0.26914122686797726,0.610255997764626,0.0,False,True,True
4.036414485000023,run,-1000.0,-1103.0,0.013,-0.271,0.038,0.2713116289435453,0.604866222750126,0.0,False,True,True
4.077958541000044,run,-1000.0,-1095.0,0.013,-0.271,0.038,0.2713116289435453,0.596593383866001,0.0,False,True,True
4.121813071999895,run,-1000.0,-1111.0,0.013,-0.271,0.038,0.2713116289435453,0.5911400205305011,0.0,False,True,True
4.162283903000571,run,-1000.0,-1095.0,-0.03,-0.272,0.034,0.27364941074301624,0.5855807638185011,0.0,False,True,True
4.216730216000542,run,-1000.0,-1081.0,-0.03,-0.272,0.034,0.27364941074301624,0.5773837037653761,0.0,False,True,True
4.256980771000599,run,-1000.0,-1081.0,-0.101,-0.218,-0.028,0.24026027553467927,0.571936190862751,0.0,False,True,True
4.297497907000434,run,-1000.0,-1095.0,-0.101,-0.218,-0.028,0.24026027553467927,0.566471994663126,0.0,False,True,True
4.340431258000535,run,-1000.0,-1088.0,-0.083,-0.346,-0.078,0.35581596366661233,0.5609812904468761,0.0,False,True,True
4.382104760000402,run,-1000.0,-1194.0,-0.083,-0.346,-0.078,0.35581596366661233,0.555466800333376,0.0,False,True,True
4.436514054000327,run,-1000.0,-1344.0,0.001,-0.334,-0.1,0.3340014970026332,0.549244827912126,0.0,False,True,True
4.476810655000008,run,-1000.0,-1259.0,0.001,-0.334,-0.1,0.3340014970026332,0.539425569498251,0.0,False,True,True
4.517175795000185,run,-1000.0,-1322.0,0.001,-0.334,-0.1,0.3340014970026332,0.532973208548251,0.0,False,True,True
4.561557699000332,run,-1000.0,-1240.0,-0.111,-0.262,-0.011,0.2845434940391363,0.526466460060751,0.0,False,True,True
4.603747654000472,run,-1000.0,-1240.0,-0.111,-0.262,-0.011,0.2845434940391363,0.5202548180090011,0.0,False,True,True
4.656455276000088,run,-1000.0,-1167.0,-0.093,-0.253,-0.002,0.2695514793133215,0.5141182675147511,0.0,False,True,True
4.6968139260006865,run,-1000.0,-1194.0,-0.093,-0.253,-0.002,0.2695514793133215,0.5052786688837511,0.0,False,True,True
4.73705801000051,run,-1000.0,-1111.0,0.003,-0.206,0.048,0.2060218435020908,0.5024434301767511,0.0,False,True,True
4.777425263000623,run,-1000.0,-1073.0,0.003,-0.206,0.048,0.2060218435020908,0.49438109893837606,0.0,False,True,True
4.821501062000607,run,-1000.0,-1103.0,0.003,-0.206,0.048,0.2060218435020908,0.4889132621237511,0.0,False,True,True
4.861662973000421,run,-1000.0,-1045.0,0.036,-0.285,-0.05,0.28726468630863766,0.4833480243257511,0.0,False,True,True
4.901955987999827,run,-1000.0,-987.0,0.036,-0.285,-0.05,0.28726468630863766,0.4782987941065011,0.0,False,True,True
4.956479088999913,run,-1000.0,-1052.0,-0.086,-0.2,-0.049,0.21770622407271686,0.4733191861892511,0.0,False,True,True
4.999431353000546,run,-1000.0,-969.0,-0.086,-0.2,-0.049,0.21770622407271686,0.4654551256925011,0.0,False,True,True
5.040346169999793,run,-1000.0,-914.0,-0.033,-0.174,-0.021,0.1771016657177453,0.46073409425937606,0.0,False,True,True
5.082015801000125,run,-1000.0,-987.0,-0.033,-0.174,-0.021,0.1771016657177453,0.45604470757087606,0.0,False,True,True
5.136452353000095,run,-1000.0,-958.0,-0.018,-0.158,0.007,0.15902201105507377,0.4511491140945011,0.0,False,True,True
5.176658402000612,run,-1000.0,-914.0,-0.018,-0.158,0.007,0.15902201105507377,0.4463828434052511,0.0,False,True,True
5.217083161000119,run,-1000.0,-975.0,-0.018,-0.158,0.007,0.15902201105507377,0.4394792992155011,0.0,False,True,True
5.262652422999963,run,-1000.0,-946.0,0.043,-0.161,-0.04,0.1666433316997713,0.43464918831037613,0.0,False,True,True
5.302921591000086,run,-1000.0,-930.0,0.043,-0.161,-0.04,0.1666433316997713,0.4299579067586261,0.0,False,True,True
