t_s,map_x,map_y,map_yaw,map_vx,local_x,local_y,local_yaw,local_vx,esc_x,esc_y,esc_yaw,esc_vx,gnss_vx,gnss_vy,gnss_vz,gnss_speed_xy,cmd_v,cmd_w,drive_target_mps,drive_actual_mps,actual_erpm,steer_rad,mux_source,goal_state,estop,ready,feedback,gate,imu_yaw,neo_yaw
0.5054335240001819,126.00187087660572,101.48315394260862,-0.09087477055689464,0.04099557008643135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007,-0.013,0.007,0.0147648230602334,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.509275972176966
0.5457293409999693,126.0038833923939,101.47899181665505,-0.09191861240484124,0.04096633368699531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039,0.007,-0.027,0.0396232255123179,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.509275972176966
0.588480764000451,126.0038833923939,101.47899181665505,-0.09191861240484124,0.04096633368699531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039,0.007,-0.027,0.0396232255123179,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5101866614778203
0.6305456219997723,126.0038833923939,101.47899181665505,-0.09191861240484124,0.04096633368699531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039,0.007,-0.027,0.0396232255123179,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5115745921978785
0.671968401000413,126.00550499975198,101.47558454433906,-0.09331143486143524,0.040610165501963245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,-0.011,-0.028,0.012529964086141668,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5093618024751168
0.7121008490003078,126.00550499975198,101.47558454433906,-0.09331143486143524,0.040610165501963245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,-0.011,-0.028,0.012529964086141668,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.509229786154377
0.7528090010000597,126.00678333517564,101.47494236532204,-0.09576890910571478,0.03989998964491085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,0.034,-0.049,0.044045431091090485,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5078007136214922
0.7997423480001089,126.00678333517564,101.47494236532204,-0.09576890910571478,0.03989998964491085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,0.034,-0.049,0.044045431091090485,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.508972251474582
0.8414129660004619,126.00678333517564,101.47494236532204,-0.09576890910571478,0.03989998964491085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,0.034,-0.049,0.044045431091090485,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5096805403784237
0.8817523939997045,126.00776719330405,101.47464887764065,-0.09827393810749376,0.03896980950051718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035,-0.019,-0.045,0.03982461550347976,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.508136834233439
0.9223603020000155,126.00776719330405,101.47464887764065,-0.09827393810749376,0.03896980950051718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035,-0.019,-0.045,0.03982461550347976,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.510302977935883
0.9628482670004814,126.00848803455345,101.47466275287142,-0.1007464214377416,0.03785274206638859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.007,-0.006,0.013038404810405297,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.507843106337559
1.01071168100043,126.00848803455345,101.47466275287142,-0.1007464214377416,0.03785274206638859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.007,-0.006,0.013038404810405297,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5101138777098797
1.0513315349999175,126.00898831617377,101.47702174376268,-0.10401126583897069,0.03650336710052265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.008,-0.064,0.014422205101855958,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5093618024751168
1.0919982810000874,126.00898831617377,101.47702174376268,-0.10401126583897069,0.03650336710052265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.008,-0.064,0.014422205101855958,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5084078151574143
1.1321776200002205,126.00898831617377,101.47702174376268,-0.10401126583897069,0.03650336710052265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.008,-0.064,0.014422205101855958,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5090305787064011
1.1723969550002948,126.0092975992329,101.47935635148318,-0.10696825502441244,0.03503335395481873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014,-0.012,-0.031,0.018439088914585774,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.505570280976031
1.2213769059999322,126.0092975992329,101.47935635148318,-0.10696825502441244,0.03503335395481873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014,-0.012,-0.031,0.018439088914585774,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5092177034325616
1.2624572169997919,126.0094485457978,101.48374057338172,-0.1105150147522056,0.03338562942314521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,-0.02,-0.127,0.06419501538281613,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5096224006896561
1.30731573400044,126.0094485457978,101.48374057338172,-0.1105150147522056,0.03338562942314521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,-0.02,-0.127,0.06419501538281613,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5084504227230906
1.3481942500002333,126.0094562745252,101.48783950496966,-0.11352036357456409,0.03166170105968369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,-0.02,-0.127,0.06419501538281613,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5085411625835419
1.3884007349997773,126.0094562745252,101.48783950496966,-0.11352036357456409,0.03166170105968369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076,0.016,-0.014,0.0776659513557904,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.513674781186396
1.4305270340000789,126.0094562745252,101.48783950496966,-0.11352036357456409,0.03166170105968369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076,0.016,-0.014,0.0776659513557904,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5142714289106602
1.4719793320000463,126.00933871375139,101.49166020435221,-0.11597756452049346,0.02987731233837475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055,0.013,-0.094,0.05651548460377916,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.510678449770716
1.512355953000224,126.00933871375139,101.49166020435221,-0.11597756452049346,0.02987731233837475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055,0.013,-0.094,0.05651548460377916,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5092881499526623
1.553248633000294,126.00910404351451,101.49522354762735,-0.11790260722647126,0.02804453880209216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,-0.027,-0.136,0.05162363799656122,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5101718999539422
1.5997373660002268,126.00910404351451,101.49522354762735,-0.11790260722647126,0.02804453880209216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,-0.027,-0.136,0.05162363799656122,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5144413961655827
1.6429077550001239,126.00910404351451,101.49522354762735,-0.11790260722647126,0.02804453880209216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,-0.027,-0.136,0.05162363799656122,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.516007406812778
1.688663472999906,126.0087900683881,101.50061493969068,-0.12033087817561762,0.026098345215191884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.012,-0.019,0.012041594578792296,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5119653873531416
1.7306997630003025,126.0087900683881,101.50061493969068,-0.12033087817561762,0.026098345215191884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.012,-0.019,0.012041594578792296,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5108374939074225
1.7714079369998217,126.01045615360617,101.50554775631882,-0.12321940508836615,0.02564997893621529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019,0.03,-0.052,0.035510561809129405,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5100558172381056
1.8121601869997903,126.01045615360617,101.50554775631882,-0.12321940508836615,0.02564997893621529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019,0.03,-0.052,0.035510561809129405,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.516697218220701
1.8522448350004197,126.01181383298567,101.51003186059354,-0.12539892898963423,0.024969307679400313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.021,-0.068,0.051478150704935,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5141638112218587
1.8923810409996804,126.01181383298567,101.51003186059354,-0.12539892898963423,0.024969307679400313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.021,-0.068,0.051478150704935,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.508391851023309
1.934186370000134,126.01181383298567,101.51003186059354,-0.12539892898963423,0.024969307679400313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.021,-0.068,0.051478150704935,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5101007811509073
1.9807685400000992,126.01289048726423,101.51408558931573,-0.12688443037875974,0.024092637832985316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083,0.034,-0.032,0.08969392398596462,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5059737803153435
2.021579821999694,126.01289048726423,101.51408558931573,-0.12688443037875974,0.024092637832985316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083,0.034,-0.032,0.08969392398596462,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5169615033951884
2.061920492000354,126.01362660980776,101.51983008848315,-0.12873069383812874,0.022935539061890574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,-0.064,-0.065,0.12382245353731285,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5177739547235896
2.109388095000213,126.01362660980776,101.51983008848315,-0.12873069383812874,0.022935539061890574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,-0.064,-0.065,0.12382245353731285,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.50981009220341
2.1508342329998413,126.01636884399538,101.52496100581045,-0.1314846874030513,0.023212382171122467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078,0.068,-0.015,0.10347946656221224,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.50981009220341
2.1919567209997695,126.01636884399538,101.52496100581045,-0.1314846874030513,0.023212382171122467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078,0.068,-0.015,0.10347946656221224,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.509174507355906
2.232374197000354,126.01636884399538,101.52496100581045,-0.1314846874030513,0.023212382171122467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078,0.068,-0.015,0.10347946656221224,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5101007811509073
2.2810014630003934,126.0186224844189,101.52954402453956,-0.1333039906781273,0.023138503076588622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.117,0.017,-0.042,0.11822859214251011,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5118067722064443
2.3216367470004116,126.0186224844189,101.52954402453956,-0.1333039906781273,0.023138503076588622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.117,0.017,-0.042,0.11822859214251011,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5116043338224086
2.3618959730001734,126.01846538350709,101.53566178836786,-0.13330730562888074,0.02114612655842609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,-0.052,-0.044,0.05336665625650533,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5078007136214922
2.4019767529998717,126.01846538350709,101.53566178836786,-0.13330730562888074,0.02114612655842609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,-0.052,-0.044,0.05336665625650533,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5070084486695972
2.442035324000244,126.01846538350709,101.53566178836786,-0.13330730562888074,0.02114612655842609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,-0.052,-0.044,0.05336665625650533,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5067645824602842
2.4821535080000103,126.01813627688043,101.54109140699288,-0.1326644522167122,0.019158094536931077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.024,-0.018,0.027294688127912362,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5092177034325616
2.522619966000093,126.01813627688043,101.54109140699288,-0.1326644522167122,0.019158094536931077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.024,-0.018,0.027294688127912362,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5116757055284948
2.562772727000265,126.01770508162288,101.54590080720737,-0.13152675770380906,0.017212372524316497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.027,-0.031,0.027459060435491962,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5083652371012066
2.610100378000425,126.01770508162288,101.54590080720737,-0.13152675770380906,0.017212372524316497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.027,-0.031,0.027459060435491962,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.510678449770716
2.653655953999987,126.01970701622297,101.55263971080149,-0.13294861495993524,0.01671004295897523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072,0.017,-0.004,0.07397972695272671,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5083652371012066
2.699620757000048,126.01970701622297,101.55263971080149,-0.13294861495993524,0.01671004295897523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072,0.017,-0.004,0.07397972695272671,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5078007136214922
2.745580642999812,126.01837423534221,101.55770076632706,-0.13124138156703458,0.014407371940771997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072,0.017,-0.004,0.07397972695272671,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5086259067895436
2.788696702999914,126.01837423534221,101.55770076632706,-0.13124138156703458,0.014407371940771997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,-0.008,-0.007,0.0161245154965971,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5088445287666612
2.8313299930005087,126.01837423534221,101.55770076632706,-0.13124138156703458,0.014407371940771997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,-0.008,-0.007,0.0161245154965971,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5104619129392545
2.8716057430001456,126.0178654875462,101.56306272113473,-0.12945480955616387,0.012377999984796655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.003,-0.052,0.050089919145472776,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5095642227278254
2.9119697850001103,126.0178654875462,101.56306272113473,-0.12945480955616387,0.012377999984796655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.003,-0.052,0.050089919145472776,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5080882458868639
2.952079824000066,126.01657950268223,101.56664032369632,-0.12730544184802017,0.01040850970765558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.013,0.011,0.06530696746902279,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5064439231298026
2.9997292050002216,126.01657950268223,101.56664032369632,-0.12730544184802017,0.01040850970765558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.013,0.011,0.06530696746902279,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5135988452511642
3.042397369000355,126.01657950268223,101.56664032369632,-0.12730544184802017,0.01040850970765558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.013,0.011,0.06530696746902279,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5135290563075956
3.0885244040000543,126.01575128637893,101.57229611402451,-0.1260112661397521,0.00851220097483673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,-0.025,-0.034,0.03753664875824692,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5128198369834809
3.1300709100005406,126.01575128637893,101.57229611402451,-0.1260112661397521,0.00851220097483673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,-0.025,-0.034,0.03753664875824692,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5096224006896561
3.170453489000465,126.0169635308088,101.57724322035106,-0.12657239524227037,0.008189539214212062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043,0.019,0.028,0.04701063709417263,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.507624320653902
3.212275400999715,126.0169635308088,101.57724322035106,-0.12657239524227037,0.008189539214212062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043,0.019,0.028,0.04701063709417263,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5141758931784832
3.2524315749997186,126.01793813650994,101.58153145506058,-0.1265679473425143,0.007774799751890834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,-0.01,0.015,0.04317406628984581,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5143847777541717
3.2996627270003955,126.01793813650994,101.58153145506058,-0.1265679473425143,0.007774799751890834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,-0.01,0.015,0.04317406628984581,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5099996880183855
3.341365235000012,126.01793813650994,101.58153145506058,-0.1265679473425143,0.007774799751890834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,-0.01,0.015,0.04317406628984581,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5095364151820794
3.382052560000375,126.0186972742422,101.5852041655725,-0.1261067453902882,0.007292403797264815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,-0.062,-0.011,0.06403124237432849,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5070678642656765
3.4221635750000132,126.0186972742422,101.5852041655725,-0.1261067453902882,0.007292403797264815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,-0.062,-0.011,0.06403124237432849,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5117931017543966
3.4623725050005305,126.01927345885206,101.58833180434226,-0.12529431979962347,0.006763256853302485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033,0.059,-0.049,0.06760177512462227,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5133011898805464
3.5102041620002638,126.01927345885206,101.58833180434226,-0.12529431979962347,0.006763256853302485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033,0.059,-0.049,0.06760177512462227,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5110838192597076
3.5512296730003072,126.02201400157203,101.59378914347859,-0.12676405777976463,0.007389759995524786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.024,-0.03,0.03841874542459709,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5084348138003614
3.5913481200004753,126.02201400157203,101.59378914347859,-0.12676405777976463,0.007389759995524786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.024,-0.03,0.03841874542459709,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5142892647294282
3.6316220890003024,126.02201400157203,101.59378914347859,-0.12676405777976463,0.007389759995524786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.024,-0.03,0.03841874542459709,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5147845227524601
3.6722034040003564,126.02410185291711,101.59764877567913,-0.12742658066910328,0.007821550344480585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,-0.02,-0.049,0.04294182110716778,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5147845227524601
3.7209940130005634,126.02410185291711,101.59764877567913,-0.12742658066910328,0.007821550344480585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,-0.02,-0.049,0.04294182110716778,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5094630108381653
3.761759269000322,126.02786817973129,101.59792357840365,-0.1283426435153325,0.00974970056821357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,-0.024,0.019,0.02433105012119288,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.507353719604974
3.8100101429999995,126.02786817973129,101.59792357840365,-0.1283426435153325,0.00974970056821357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,-0.024,0.019,0.02433105012119288,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5085837594354412
3.850302468999871,126.02906200748019,101.60109997201266,-0.1283426435154835,0.009690369618866799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,0.051,0.011,0.06020797289396147,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.508264135674988
3.891992761000438,126.02906200748019,101.60109997201266,-0.1283426435154835,0.009690369618866799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,0.051,0.011,0.06020797289396147,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5107218757828236
3.9324219150003046,126.02906200748019,101.60109997201266,-0.1283426435154835,0.009690369618866799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,0.051,0.011,0.06020797289396147,0.0,0.0,0.0,0.0,0.0,0.0,NAV2,,False,True,True,True,,1.5108374939074225
