time_iso,unix_s,right_erpm,gnss_gspeed_mps,gnss_vel_norm_mps,ratio_erpm_per_mps,sat,dop,hacc_m,sacc_mps,gnss_measurement_age_s,erpm_pair_age_s,esc_right_age_ms,gnss_vel_sigma_mps,steering_deg,esc_fault,valid,reject_reason
2026-09-17T23:12:45.340,1789661565.340649,0.000,0.022400,0.022361,nan,16,0.700,0.699,0.356,0.040,0.020,0.0,nan,0.000,0,0,gnss_fix_not_ok;sacc_high;speed_low
2026-09-17T23:12:45.438,1789661565.438474,0.000,0.038100,0.038053,nan,16,0.700,0.701,0.395,0.038,0.017,0.0,nan,0.000,0,0,gnss_fix_not_ok;sacc_high;speed_low
2026-09-17T23:12:45.538,1789661565.538774,0.000,0.007100,0.007071,nan,16,0.700,0.701,0.336,0.038,0.018,0.0,nan,0.000,0,0,gnss_fix_not_ok;sacc_high;speed_low
2026-09-17T23:12:45.640,1789661565.640494,0.000,0.067000,0.067007,nan,16,0.710,0.701,0.249,0.040,0.019,0.0,nan,0.000,0,0,gnss_fix_not_ok;speed_low
2026-09-17T23:12:45.738,1789661565.738594,0.000,0.039800,0.039825,nan,16,0.710,0.700,0.355,0.038,0.018,0.0,nan,0.000,0,0,gnss_fix_not_ok;sacc_high;speed_low
2026-09-17T23:12:45.839,1789661565.839792,0.000,0.072400,0.072450,nan,16,0.710,0.699,0.247,0.038,0.018,0.0,0.2470,0.000,0,0,speed_low
2026-09-17T23:12:45.939,1789661565.939061,0.000,0.022800,0.022804,nan,16,0.710,0.698,0.324,0.038,0.018,0.0,0.3240,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.048,1789661566.048005,0.000,0.018700,0.018682,nan,16,0.720,0.697,0.338,0.047,0.005,0.0,0.3380,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.141,1789661566.141033,0.000,0.034900,0.034886,nan,16,0.720,0.697,0.240,0.040,0.018,0.0,0.2400,0.000,0,0,speed_low
2026-09-17T23:12:46.238,1789661566.238767,0.000,0.013000,0.013038,nan,16,0.710,0.697,0.318,0.038,0.018,0.0,0.3180,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.339,1789661566.339044,0.000,0.063600,0.063561,nan,16,0.700,0.697,0.308,0.038,0.018,0.0,0.3080,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.438,1789661566.438598,0.000,0.050000,0.050000,nan,16,0.700,0.696,0.323,0.037,0.018,0.0,0.3230,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.537,1789661566.537954,0.000,0.025300,0.025298,nan,16,0.710,0.695,0.296,0.037,0.017,0.0,0.2961,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.640,1789661566.640848,0.000,0.038300,0.038288,nan,16,0.710,0.694,0.264,0.040,0.020,0.0,0.2640,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.739,1789661566.739199,0.000,0.023100,0.023087,nan,16,0.710,0.693,0.293,0.038,0.018,0.0,0.2930,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.839,1789661566.839033,0.000,0.124700,0.124680,nan,16,0.700,0.693,0.315,0.038,0.018,0.0,0.3150,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:46.938,1789661566.938238,0.000,0.264000,0.264025,nan,16,0.700,0.694,0.366,0.037,0.017,0.0,0.3659,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.045,1789661567.045924,0.000,0.032400,0.032388,nan,16,0.700,0.694,0.346,0.045,0.003,0.0,0.3460,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.139,1789661567.139764,0.000,0.050300,0.050329,nan,16,0.720,0.695,0.324,0.039,0.019,0.0,0.3240,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.238,1789661567.238838,0.000,0.006100,0.006083,nan,16,0.720,0.696,0.397,0.038,0.018,0.0,0.3970,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.339,1789661567.339849,0.000,0.006700,0.006708,nan,16,0.700,0.697,0.325,0.039,0.019,0.0,0.3250,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.439,1789661567.439265,0.000,0.021000,0.021024,nan,16,0.720,0.697,0.259,0.037,0.017,0.0,0.2590,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.537,1789661567.537376,0.000,0.040200,0.040200,nan,16,0.720,0.697,0.380,0.036,0.016,0.0,0.3800,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.642,1789661567.642413,0.000,0.005400,0.005385,nan,16,0.720,0.698,0.325,0.041,0.022,0.0,0.3250,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.738,1789661567.738767,0.000,0.031100,0.031064,nan,16,0.720,0.699,0.375,0.038,0.017,0.0,0.3750,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.838,1789661567.838795,0.000,0.069000,0.069029,nan,16,0.720,0.699,0.280,0.038,0.018,0.0,0.2801,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:47.938,1789661567.938892,0.000,0.052800,0.052811,nan,16,0.720,0.700,0.243,0.038,0.018,0.0,0.2430,0.000,0,0,speed_low
2026-09-17T23:12:48.045,1789661568.045943,0.000,0.050200,0.050210,nan,16,0.720,0.701,0.379,0.045,0.002,0.0,0.3790,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.140,1789661568.140763,0.000,0.070800,0.070838,nan,16,0.720,0.701,0.251,0.040,0.020,0.0,0.2510,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.238,1789661568.238996,0.000,0.039800,0.039850,nan,16,0.720,0.701,0.281,0.038,0.018,0.0,0.2810,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.338,1789661568.338759,0.000,0.026900,0.026907,nan,16,0.700,0.701,0.360,0.038,0.018,0.0,0.3601,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.438,1789661568.438855,0.000,0.048400,0.048374,nan,16,0.720,0.700,0.316,0.038,0.018,0.0,0.3160,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.537,1789661568.537000,0.000,0.045200,0.045222,nan,16,0.700,0.699,0.276,0.036,0.017,0.0,0.2760,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.640,1789661568.640738,0.000,0.065900,0.065924,nan,16,0.700,0.698,0.291,0.040,0.020,0.0,0.2910,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.738,1789661568.738739,0.000,0.053300,0.053339,nan,16,0.700,0.697,0.239,0.038,0.018,0.0,0.2390,0.000,0,0,speed_low
2026-09-17T23:12:48.838,1789661568.838857,0.000,0.038800,0.038833,nan,16,0.700,0.696,0.289,0.038,0.018,0.0,0.2890,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:48.938,1789661568.938260,0.000,0.081100,0.081056,nan,16,0.700,0.695,0.327,0.037,0.018,0.0,0.3270,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.045,1789661569.045837,0.000,0.014900,0.014866,nan,16,0.700,0.694,0.303,0.045,0.003,0.0,0.3030,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.138,1789661569.138317,0.000,0.000000,0.000000,nan,16,0.720,0.694,0.332,0.037,0.018,0.0,0.3320,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.238,1789661569.238879,0.000,0.028900,0.028862,nan,16,0.720,0.694,0.311,0.038,0.018,0.0,0.3110,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.338,1789661569.338840,0.000,0.007100,0.007071,nan,16,0.720,0.694,0.344,0.038,0.018,0.0,0.3440,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.438,1789661569.438710,0.000,0.013900,0.013892,nan,16,0.720,0.694,0.309,0.038,0.018,0.0,0.3090,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.536,1789661569.536913,0.000,0.014100,0.014142,nan,16,0.720,0.693,0.315,0.036,0.015,0.0,0.3150,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.641,1789661569.641780,0.000,0.015000,0.015033,nan,16,0.720,0.693,0.318,0.041,0.020,0.0,0.3180,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.739,1789661569.739832,0.000,0.036000,0.036000,nan,16,0.720,0.693,0.216,0.039,0.018,0.0,0.2160,0.000,0,0,speed_low
2026-09-17T23:12:49.840,1789661569.840281,0.000,0.021100,0.021095,nan,16,0.720,0.690,0.272,0.039,0.019,0.0,0.2720,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:49.938,1789661569.938873,0.000,0.016100,0.016125,nan,16,0.700,0.688,0.248,0.038,0.017,0.0,0.2480,0.000,0,0,speed_low
2026-09-17T23:12:50.046,1789661570.046844,0.000,0.013200,0.013153,nan,16,0.700,0.683,0.225,0.046,0.003,0.0,0.2250,0.000,0,0,speed_low
2026-09-17T23:12:50.138,1789661570.138978,0.000,0.030800,0.030806,nan,16,0.740,0.679,0.216,0.038,0.017,0.0,0.2160,0.000,0,0,speed_low
2026-09-17T23:12:50.238,1789661570.238911,0.000,0.010400,0.010440,nan,16,0.680,0.676,0.238,0.038,0.018,0.0,0.2380,0.000,0,0,speed_low
2026-09-17T23:12:50.339,1789661570.339665,0.000,0.049500,0.049518,nan,16,0.700,0.674,0.213,0.039,0.019,0.0,0.2130,0.000,0,0,speed_low
2026-09-17T23:12:50.438,1789661570.438883,0.000,0.082600,0.082638,nan,16,0.700,0.673,0.240,0.038,0.018,0.0,0.2400,0.000,0,0,speed_low
2026-09-17T23:12:50.537,1789661570.537955,0.000,0.041200,0.041231,nan,16,0.710,0.672,0.216,0.037,0.017,0.0,0.2160,0.000,0,0,speed_low
2026-09-17T23:12:50.642,1789661570.642808,0.000,0.086300,0.086279,nan,16,0.700,0.671,0.318,0.042,0.022,0.0,0.3180,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:50.738,1789661570.738769,0.000,0.012200,0.012207,nan,16,0.700,0.670,0.275,0.038,0.018,0.0,0.2750,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:50.839,1789661570.839918,0.000,0.013400,0.013416,nan,16,0.700,0.667,0.265,0.039,0.019,0.0,0.2650,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:50.938,1789661570.938849,0.000,0.022100,0.022136,nan,16,0.700,0.665,0.261,0.038,0.018,0.0,0.2610,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:51.049,1789661571.049042,0.000,0.011400,0.011402,nan,16,0.700,0.663,0.276,0.048,0.005,0.0,0.2760,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:51.138,1789661571.138762,0.000,0.006300,0.006325,nan,16,0.700,0.660,0.263,0.038,0.018,0.0,0.2630,0.000,0,0,sacc_high;speed_low
2026-09-17T23:12:51.239,1789661571.239833,0.000,0.011000,0.011000,nan,16,0.700,0.657,0.183,0.039,0.018,0.0,0.1830,0.000,0,0,speed_low
2026-09-17T23:12:51.339,1789661571.339756,0.000,0.004100,0.004123,nan,16,0.710,0.655,0.242,0.039,0.018,0.0,0.2420,0.000,0,0,speed_low
2026-09-17T23:12:51.438,1789661571.438752,0.000,0.005000,0.005000,nan,16,0.710,0.652,0.245,0.038,0.018,0.0,0.2450,0.000,0,0,speed_low
2026-09-17T23:12:51.539,1789661571.539856,0.000,0.032800,0.032802,nan,16,0.710,0.649,0.216,0.039,0.019,0.0,0.2160,0.000,0,0,speed_low
2026-09-17T23:12:51.642,1789661571.642893,0.000,0.015300,0.015264,nan,16,0.710,0.646,0.249,0.042,0.022,0.0,0.2490,0.000,0,0,speed_low
2026-09-17T23:12:51.741,1789661571.741795,0.000,0.031000,0.031016,nan,16,0.700,0.643,0.213,0.041,0.021,0.0,0.2130,0.000,0,0,speed_low
