wall_time_s,x_ut,y_ut,z_ut,norm_ut,roll_deg,pitch_deg,target_face,observed_face,accepted_for_fit,fit_reason
1789616069.3470247,-21.6675,-30.615199999999998,-24.2432,44.65986759418348,-2.9058837890624996,3.680419921874999,LEVEL,LEVEL,True,OK
1789616069.3870044,-22.0215,-30.468799999999998,-24.1699,44.693157213381106,-2.9058837890624996,3.680419921874999,LEVEL,LEVEL,True,OK
1789616069.4270217,-21.9238,-30.5176,-24.1333,44.65862833865366,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.4670758,-21.9116,-30.468799999999998,-24.084499999999995,44.592926885886286,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.507157,-21.6309,-30.3711,-23.8647,44.26989333745903,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.5469904,-21.8506,-30.322299999999995,-23.8892,44.35746244196121,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.5871918,-22.070299999999996,-30.2246,-23.8525,44.37979656893438,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.6280816,-21.8018,-30.542,-24.084499999999995,44.58918464706436,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.6680427,-21.5698,-30.542,-24.0601,44.46300088894136,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.7082214,-21.8628,-30.3711,-23.950199999999995,44.4296952396705,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.7479906,-21.8994,-30.322299999999995,-23.877,44.37495607490783,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.7886362,-22.0337,-30.249,-23.7915,44.34547788602576,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.828076,-21.691899999999997,-30.5176,-23.815899999999996,44.37408622360577,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.8681595,-21.9971,-30.419899999999995,-24.0479,44.581882181330116,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.9081588,-21.960399999999996,-30.322299999999995,-23.9868,44.46422854036714,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.9481258,-22.0581,-30.2246,-23.962399999999995,44.43290261202839,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616069.9893792,-21.9238,-30.2246,-23.815899999999996,44.287430998083416,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.0300896,-21.8994,-30.3711,-24.0601,44.507031439762414,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.0701296,-21.838399999999996,-30.4932,-24.084499999999995,44.57369292587276,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.1102107,-21.6064,-30.4932,-23.706099999999996,44.256648589901154,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.1511605,-21.8506,-30.297899999999995,-24.0356,44.41983264410166,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.1912,-22.094699999999996,-30.2734,-23.877,44.43833530466684,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.2321725,-21.8506,-30.419899999999995,-24.072299999999995,44.522967821788335,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.271097,-21.6187,-30.468799999999998,-23.9014,44.35079351139053,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.312045,-21.838399999999996,-30.5176,-24.230999999999998,44.66968754446353,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.352066,-22.1313,-30.542,-24.340799999999998,44.88967306998348,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.392132,-21.9238,-30.468799999999998,-24.084499999999995,44.598922858405444,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.4389794,-21.7896,-30.5176,-23.7549,44.389253788839476,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.4760194,-21.9116,-30.3955,-24.072299999999995,44.53628029034306,-2.9058837890625004,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.517294,-21.9849,-30.3711,-24.194299999999995,44.62178499018164,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.5561361,-21.8628,-30.5176,-24.0601,44.58917296396066,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616070.596057,-21.826199999999996,-30.5176,-24.0479,44.56465427454812,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.6358995,-21.813999999999997,-30.566399999999998,-24.084499999999995,44.611865520397146,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.6760037,-21.7285,-30.542,-23.9746,44.494077374522554,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616070.7159274,-21.7896,-30.542,-24.0356,44.55682326557853,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.7560122,-21.838399999999996,-30.4932,-24.084499999999995,44.57369292587276,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.7960994,-21.875,-30.542,-24.1211,44.64478529694146,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.8358374,-21.838399999999996,-30.566399999999998,-23.9258,44.53834784946563,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.8759744,-21.9238,-30.468799999999998,-24.0601,44.58575099614225,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616070.9158936,-21.9116,-30.615199999999998,-24.0479,44.673372158479374,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616070.9563513,-22.082499999999996,-30.5176,-24.487299999999998,44.92870549325898,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616070.9961023,-21.9116,-30.5176,-24.096699999999995,44.6328698966356,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616071.0359218,-21.7896,-30.590799999999998,-23.706099999999996,44.41354399290829,-2.9003906249999996,3.6859130859375004,LEVEL,LEVEL,True,OK
1789616071.0758576,-21.7407,-30.542,-24.1821,44.61217054683621,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.1159163,-22.0581,-30.468799999999998,-24.3164,44.790566618541455,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.1559503,-21.7773,-30.3467,-23.8281,44.305206757107,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.1959765,-21.972699999999996,-30.249,-23.535199999999996,44.17813017014188,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.2360172,-21.7407,-30.468799999999998,-23.950199999999995,44.43667280490293,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.2771714,-21.8994,-30.4932,-24.487299999999998,44.82239203668184,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.316999,-21.875,-30.5176,-24.072299999999995,44.60173945094518,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.3570924,-21.9238,-30.3711,-23.9258,44.4466042267573,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.3979888,-21.948199999999996,-30.3467,-23.937999999999995,44.448549224131035,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.439018,-21.813999999999997,-30.542,-24.218799999999998,44.667825483674484,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.4790454,-21.9116,-30.4932,-24.084499999999995,44.60960211714514,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.51921,-21.8506,-30.468799999999998,-23.9868,44.51025800913762,-2.8948974609375004,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.559053,-21.8628,-30.3955,-23.9136,44.426666643469886,-2.9003906249999996,3.6804199218750004,LEVEL,LEVEL,True,OK
1789616071.599018,-21.8994,-30.249,-23.7305,44.24615634843325,-2.9003906250000004,3.674926757812501,LEVEL,LEVEL,True,OK
1789616071.6390321,-21.826199999999996,-30.468799999999998,-23.9746,44.491709621456444,-2.9443359375000004,3.669433593750001,LEVEL,LEVEL,True,OK
1789616071.679192,-21.7773,-30.468799999999998,-23.9868,44.47432003943399,-2.9553222656250004,3.7023925781250004,LEVEL,LEVEL,True,OK
1789616071.7191653,-21.6675,-30.639599999999998,-24.3652,44.74291693050421,-2.9113769531250004,3.6254882812500004,LEVEL,LEVEL,True,OK
1789616071.7590327,-21.875,-30.3711,-23.8403,44.37656188011865,-2.9443359375000004,3.6419677734375004,LEVEL,LEVEL,True,OK
1789616071.800037,-22.0459,-30.249,-23.4985,44.195058661121834,-2.8729248046875,3.53759765625,LEVEL,LEVEL,True,OK
1789616071.8400097,-22.1558,-30.3711,-24.1455,44.67984287237366,-2.6971435546875,3.3398437500000004,LEVEL,LEVEL,True,OK
1789616071.880197,-22.168,-30.322299999999995,-24.4263,44.805203190924146,-2.433471679687501,2.9443359374999996,LEVEL,LEVEL,True,OK
1789616071.9201307,-22.7051,-30.1025,-24.352999999999998,44.88597421533814,-2.1368408203124996,2.4279785156249996,LEVEL,LEVEL,True,OK
1789616071.9600623,-23.2422,-29.834,-24.4263,45.02123441810542,-1.856689453125,1.8731689453125007,LEVEL,LEVEL,True,OK
1789616072.0000863,-23.1812,-29.6875,-24.292,44.819827684742386,-1.5545654296875,1.5106201171875,LEVEL,LEVEL,True,OK
1789616072.0413744,-23.0713,-29.9805,-24.9268,45.304090567850494,-1.4172363281250002,1.241455078125,LEVEL,LEVEL,True,OK
1789616072.0800796,-23.278799999999997,-29.760699999999996,-24.5728,45.071324517591,-1.4172363281249998,1.2634277343749998,LEVEL,LEVEL,True,OK
1789616072.1200426,-23.266599999999997,-29.809599999999996,-24.585,45.103981561720246,-1.461181640625,1.3732910156250004,LEVEL,LEVEL,True,OK
1789616072.1600018,-23.3032,-29.7363,-24.5361,45.047828706165184,-1.4501953125000002,1.29638671875,LEVEL,LEVEL,True,OK
1789616072.2001083,-23.657199999999996,-29.5654,-24.5117,45.10653418175686,-1.3238525390624998,1.0766601562500002,LEVEL,LEVEL,True,OK
1789616072.2400684,-23.950199999999995,-29.4678,-24.6338,45.26353299644207,-1.2030029296875,0.7910156250000001,LEVEL,LEVEL,True,OK
1789616072.2800765,-24.3774,-29.247999999999998,-24.609399999999997,45.33570009517886,-1.1206054687499996,0.5822753906249999,LEVEL,LEVEL,True,OK
1789616072.321172,-24.646,-29.125999999999998,-24.646,45.4221807930883,-1.131591796875,0.5328369140625,LEVEL,LEVEL,True,OK
1789616072.3612275,-24.8901,-29.0527,-24.6948,45.534707667228965,-1.197509765625,0.6646728515625001,LEVEL,LEVEL,True,OK
1789616072.4010353,-24.877899999999997,-29.0039,-24.719199999999997,45.51016339522415,-1.109619140625,0.6536865234375001,LEVEL,LEVEL,True,OK
1789616072.441083,-25.0244,-29.0039,-24.8169,45.64345885425425,-0.8624267578125,0.2911376953125,LEVEL,LEVEL,True,OK
1789616072.4820907,-24.999999999999996,-28.857399999999995,-24.8901,45.57704041258054,-0.43945312500000006,-0.36254882812500006,LEVEL,LEVEL,True,OK
1789616072.522103,-25.4395,-28.710899999999995,-24.9146,45.74080489256829,0.06591796875,-1.1865234374999996,LEVEL,LEVEL,True,OK
1789616072.5622306,-25.8301,-28.4912,-25.0732,45.90869091675344,0.35705566406249994,-1.7962646484374996,LEVEL,LEVEL,True,OK
1789616072.6020408,-25.6348,-28.466799999999996,-24.7681,45.61754542815735,0.42297363281249994,-1.9445800781250002,LEVEL,LEVEL,True,OK
1789616072.6420596,-25.268599999999996,-28.710899999999995,-25.1953,45.79979330586547,0.4064941406250001,-1.845703125,LEVEL,LEVEL,True,OK
1789616072.682083,-25.4395,-28.613299999999995,-24.853499999999997,45.64630937315743,0.33508300781249994,-1.8182373046875004,LEVEL,LEVEL,True,OK
1789616072.7227292,-25.5859,-28.54,-25.3174,45.93626695292076,0.30761718749999994,-1.8127441406249991,LEVEL,LEVEL,True,OK
1789616072.7622638,-25.4639,-28.588899999999995,-24.7681,45.59818180618608,0.2911376953125,-1.7852783203125,LEVEL,LEVEL,True,OK
1789616072.802174,-25.4639,-28.466799999999996,-24.5605,45.409107739527315,0.2856445312499999,-1.7852783203125,LEVEL,LEVEL,True,OK
1789616072.842065,-25.5615,-28.54,-24.7681,45.62215097800629,0.29113769531249994,-1.7907714843749998,LEVEL,LEVEL,True,OK
1789616072.8820941,-25.537099999999995,-28.5645,-24.9023,45.69681260164651,0.3076171874999999,-1.8127441406249993,LEVEL,LEVEL,True,OK
1789616072.9222736,-25.537099999999995,-28.6865,-24.9023,45.773172316871374,0.3076171875,-1.8237304687500007,LEVEL,LEVEL,True,OK
1789616072.962251,-25.659199999999995,-28.5156,-24.9023,45.73465352760421,0.31311035156250006,-1.8182373046875009,LEVEL,LEVEL,True,OK
1789616073.0020075,-25.5615,-28.466799999999996,-24.755899999999997,45.56976595616878,0.3186035156250001,-1.8237304687500007,LEVEL,LEVEL,True,OK
1789616073.0422885,-25.4883,-28.6621,-24.9023,45.73066759396805,0.318603515625,-1.8347167968750002,LEVEL,LEVEL,True,OK
1789616073.0820813,-25.414999999999996,-28.735399999999995,-24.9023,45.735871954626596,0.31311035156249983,-1.8237304687500002,LEVEL,LEVEL,True,OK
1789616073.1221197,-25.3418,-28.832999999999995,-24.9023,45.75667450252476,0.3460693359375,-1.8347167968750002,LEVEL,LEVEL,True,OK
1789616073.1622036,-25.3174,-28.588899999999995,-24.987799999999996,45.636455765210336,0.39001464843750017,-1.8621826171875007,LEVEL,LEVEL,True,OK
1789616073.2021575,-25.1709,-28.5645,-24.743699999999997,45.40655852131936,0.3955078125,-1.8621826171875007,LEVEL,LEVEL,True,OK
1789616073.2420485,-24.9756,-28.8818,-24.4507,45.34066273324641,0.42846679687499994,-1.8072509765625,LEVEL,LEVEL,True,OK
1789616073.2821696,-25.0244,-28.832999999999995,-24.939,45.60171274590462,0.4284667968749997,-1.7852783203125,LEVEL,LEVEL,True,OK
1789616073.322199,-25.1221,-28.8818,-25.4639,45.974867948260595,0.40100097656249994,-1.8017578124999998,LEVEL,LEVEL,True,OK
1789616073.362324,-25.1709,-28.7598,-24.865699999999997,45.596089079437505,0.37902832031250006,-1.7633056640625002,LEVEL,LEVEL,True,OK
1789616073.402101,-24.9146,-28.6865,-24.5239,45.22249712941558,0.3405761718750001,-1.6864013671874996,LEVEL,LEVEL,True,OK
1789616073.442049,-25.0732,-28.857399999999995,-24.9023,45.62389109107201,0.30761718749999994,-1.6369628906250004,LEVEL,LEVEL,True,OK
1789616073.4820242,-24.9512,-28.8818,-25.3174,45.800562173842366,0.3240966796874999,-1.6534423828124998,LEVEL,LEVEL,True,OK
1789616073.5221412,-25.0244,-28.979499999999998,-24.9634,45.707804094815145,0.3570556640625,-1.7138671874999998,LEVEL,LEVEL,True,OK
1789616073.5623996,-25.0488,-28.8818,-24.7681,45.55282132085784,0.3570556640625,-1.7303466796875002,LEVEL,LEVEL,True,OK
1789616073.6021078,-24.987799999999996,-28.832999999999995,-24.9023,45.56156914692469,0.33508300781250006,-1.6918945312500007,LEVEL,LEVEL,True,OK
1789616073.642185,-24.939,-28.9062,-24.939,45.60127016257332,0.33508300781250006,-1.6918945312500007,LEVEL,LEVEL,True,OK
1789616073.6820424,-24.9634,-28.857399999999995,-24.9146,45.57036501367966,0.34606933593750006,-1.7248535156250002,LEVEL,LEVEL,True,OK
1789616073.7222311,-24.9634,-28.9062,-24.9023,45.59456418576671,0.3570556640625,-1.7413330078125,LEVEL,LEVEL,True,OK
1789616073.7621343,-25.0732,-28.857399999999995,-24.853499999999997,45.59727355061923,0.3515625,-1.7358398437499998,LEVEL,LEVEL,True,OK
1789616073.8021874,-25.0244,-28.857399999999995,-24.939,45.617144267479084,0.3240966796874999,-1.7193603515625,LEVEL,LEVEL,True,OK
1789616073.8421261,-25.0488,-28.735399999999995,-24.9023,45.53339587478623,0.3350830078125,-1.7193603515624998,LEVEL,LEVEL,True,OK
1789616073.88211,-25.146499999999996,-28.6377,-24.8291,45.485695887278666,0.35705566406249994,-1.7797851562499998,LEVEL,LEVEL,True,OK
1789616073.9221516,-24.9268,-28.735399999999995,-24.939,45.48650670693453,0.39001464843750006,-1.8017578125000007,LEVEL,LEVEL,True,OK
1789616073.9621599,-25.2197,-28.8086,-25.0732,45.76717229947684,0.37902832031249983,-1.8017578124999998,LEVEL,LEVEL,True,OK
1789616074.0021064,-25.2197,-28.710899999999995,-24.6338,45.46617588207744,0.37353515625000006,-1.7962646484375,LEVEL,LEVEL,True,OK
1789616074.042153,-25.0488,-28.9551,-25.0244,45.73905107028347,0.37353515625,-1.8017578125000007,LEVEL,LEVEL,True,OK
1789616074.0820692,-24.8291,-28.832999999999995,-24.755899999999997,45.3947208452701,0.3735351562499999,-1.7907714843749996,LEVEL,LEVEL,True,OK
1789616074.1231358,-24.987799999999996,-28.9062,-24.9146,45.6146450215279,0.36254882812500017,-1.7962646484375009,LEVEL,LEVEL,True,OK
1789616074.1630766,-25.1709,-28.8086,-25.0244,45.713567309169825,0.35705566406250006,-1.7962646484375,LEVEL,LEVEL,True,OK
1789616074.2029762,-24.9756,-28.857399999999995,-24.9268,45.58371955380561,0.35705566406250006,-1.7962646484375,LEVEL,LEVEL,True,OK
1789616074.243071,-24.7925,-29.0283,-24.8901,45.57222109081365,0.35705566406250006,-1.8072509765625,LEVEL,LEVEL,True,OK
1789616074.2830484,-25.0488,-28.857399999999995,-24.9023,45.61048631060625,0.3460693359374998,-1.7962646484375004,LEVEL,LEVEL,True,OK
1789616074.3230822,-25.0488,-28.8818,-24.939,45.645968865607394,0.31311035156250006,-1.7578125,LEVEL,LEVEL,True,OK
1789616074.363005,-25.1709,-28.7842,-24.877899999999997,45.61813548206458,0.30212402343750006,-1.7413330078125002,LEVEL,LEVEL,True,OK
1789616074.4030557,-24.9756,-28.710899999999995,-24.3652,45.1858312439862,0.3021240234375,-1.7578125000000004,LEVEL,LEVEL,True,OK
1789616074.4431806,-25.1221,-28.735399999999995,-24.7925,45.51385698685621,0.3131103515625,-1.7797851562500002,LEVEL,LEVEL,True,OK
1789616074.4830506,-25.0977,-28.8086,-24.939,45.626567921004096,0.31311035156249994,-1.8017578125000002,LEVEL,LEVEL,True,OK
1789616074.524218,-25.1221,-28.8818,-25.0732,45.75962890900668,0.3240966796874998,-1.8127441406249991,LEVEL,LEVEL,True,OK
1789616074.5640907,-25.0244,-28.735399999999995,-24.743699999999997,45.4334072925419,0.32958984374999994,-1.8347167968749998,LEVEL,LEVEL,True,OK
1789616074.6040745,-25.0244,-28.6621,-24.6948,45.360442224585945,0.3240966796875,-1.8292236328124996,LEVEL,LEVEL,True,OK
1789616074.644218,-25.0244,-28.735399999999995,-24.7925,45.460002912120444,0.3240966796874999,-1.8457031249999998,LEVEL,LEVEL,True,OK
1789616074.6840441,-24.999999999999996,-28.857399999999995,-24.865699999999997,45.5637199013645,0.34057617187499994,-1.9061279296875,LEVEL,LEVEL,True,OK
1789616074.7240403,-25.0244,-28.9551,-25.1221,45.779234591460785,0.35705566406250006,-1.9390869140625,LEVEL,LEVEL,True,OK
1789616074.764196,-25.0732,-28.8086,-24.8413,45.55975173209354,0.3570556640624999,-1.9445800781249998,LEVEL,LEVEL,True,OK
1789616074.8041875,-25.1221,-28.6865,-24.7681,45.469703850696014,0.35705566406249994,-1.9445800781250002,LEVEL,LEVEL,True,OK
1789616074.8456302,-25.146499999999996,-28.6865,-24.3774,45.271617767205974,0.36254882812499994,-1.9830322265624998,LEVEL,LEVEL,True,OK
1789616074.8850782,-25.1709,-28.857399999999995,-24.9512,45.704333744296065,0.3845214843750001,-2.0269775390625004,LEVEL,LEVEL,True,OK
1789616074.9252856,-25.1709,-28.9307,-25.3418,45.96483913318962,0.39001464843750017,-2.043457031250001,LEVEL,LEVEL,True,OK
1789616074.9650295,-25.146499999999996,-28.735399999999995,-24.8413,45.55392256546081,0.40649414062500017,-2.081909179687501,LEVEL,LEVEL,True,OK
1789616075.0050302,-25.0488,-28.6377,-24.3164,45.15359954300432,0.4064941406249999,-2.1203613281249996,LEVEL,LEVEL,True,OK
1789616075.0465796,-25.0977,-28.7598,-24.755899999999997,45.49588141953071,0.3955078124999999,-2.1093749999999996,LEVEL,LEVEL,True,OK
1789616075.0852475,-24.8901,-28.832999999999995,-25.0488,45.58839050076236,0.40100097656250006,-2.1038818359375,LEVEL,LEVEL,True,OK
1789616075.1386673,-25.0488,-28.832999999999995,-25.0244,45.66185350815273,0.40100097656250006,-2.1203613281250004,LEVEL,LEVEL,True,OK
1789616075.1710806,-25.0977,-28.7842,-24.4019,45.31972460794527,0.4174804687499999,-2.1533203125,LEVEL,LEVEL,True,OK
1789616075.2111647,-25.0732,-28.8086,-24.865699999999997,45.57306033930572,0.4119873046875,-2.1368408203124996,LEVEL,LEVEL,True,OK
1789616075.2511184,-25.0488,-28.857399999999995,-24.9023,45.61048631060625,0.39550781249999983,-2.120361328124999,LEVEL,LEVEL,True,OK
1789616075.2913725,-25.0977,-28.8086,-24.8169,45.55994408315269,0.4010009765625,-2.1203613281249996,LEVEL,LEVEL,True,OK
1789616075.3352873,-25.0488,-28.857399999999995,-25.0244,45.677264711889215,0.4119873046874999,-2.1533203124999996,LEVEL,LEVEL,True,OK
1789616075.3710406,-25.1221,-28.8086,-24.9023,45.61995054425202,0.41198730468749983,-2.1588134765624996,LEVEL,LEVEL,True,OK
1789616075.4112098,-25.0977,-28.7842,-24.8901,45.584446831567455,0.41198730468750017,-2.158813476562499,LEVEL,LEVEL,True,OK
1789616075.451191,-25.1709,-28.9062,-24.5361,45.510029756747024,0.40649414062500006,-2.164306640625,LEVEL,LEVEL,True,OK
1789616075.491798,-25.146499999999996,-28.979499999999998,-24.9023,45.74147382616786,0.40649414062500006,-2.1588134765624996,LEVEL,LEVEL,True,OK
