wall_time,ros_ns,state,segment,imu_yaw_deg,inertial_yaw_deg,validated_yaw_deg,validated_ok,neo_yaw_deg,gnss_cog_yaw_deg,gyro_x_rps,gyro_y_rps,gyro_z_rps,gyro_norm_rps,acc_x,acc_y,acc_z,acc_norm,yah_mag_x_lsb,yah_mag_y_lsb,yah_mag_z_lsb,yah_mag_norm_lsb,neo_mag_x_ut,neo_mag_y_ut,neo_mag_z_ut,neo_mag_norm_ut
1788877090.6242793,1788877090623190209,STATIC_CANDIDATE,0,-173.2763671875,170.32458124448365,170.16820377740123,0,170.1060989640152,nan,-0.0,-0.0,0.0,0.0,0.659700581820543,0.03430606877744605,9.764523730297832,9.786843487231152,920.0,5537.0,3688.0,6716.108471428972,49.2,15.299999999999999,51.29999999999999,72.70777124902125
1788877090.6441019,1788877090643222032,STATIC_CANDIDATE,0,-173.2763671875,170.32346597048365,170.16241837042443,0,170.1060989640152,nan,-0.0,-0.0,0.0,0.0,0.659700581820543,0.04388287541807105,9.793254150219706,9.815546720137641,911.0,5530.0,3692.0,6711.310229753949,49.2,15.299999999999999,51.29999999999999,72.70777124902125
1788877090.6641035,1788877090663222152,STATIC_CANDIDATE,0,-173.2763671875,170.30321700548356,170.2230173376462,0,170.20420297108643,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04388287541807105,9.774100536938457,9.796760312690575,914.0,5527.0,3701.0,6714.203303445614,48.9,15.299999999999999,51.29999999999999,72.50510326866655
1788877090.6847334,1788877090683195068,STATIC_CANDIDATE,0,-173.2763671875,170.27005325848347,170.22115287598703,0,170.20420297108643,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04867127873838355,9.774100536938457,9.79678293170407,910.0,5533.0,3714.0,6725.770216116515,48.9,15.299999999999999,51.29999999999999,72.50510326866655
1788877090.7047198,1788877090703182938,STATIC_CANDIDATE,0,-173.2763671875,170.26352764148345,170.21537888150553,0,170.20420297108643,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.03909447209775855,9.788465746899394,9.811072095716392,906.0,5541.0,3702.0,6725.200443109484,48.9,15.299999999999999,51.29999999999999,72.50510326866655
1788877090.7246623,1788877090723429529,STATIC_CANDIDATE,0,-173.2763671875,170.2433186584834,170.20956518059904,0,170.20420297108643,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.788465746899394,9.811440403646253,903.0,5544.0,3698.0,6725.068698533867,48.9,15.299999999999999,51.29999999999999,72.50510326866655
1788877090.7439196,1788877090743217883,STATIC_CANDIDATE,0,-173.2763671875,170.22297070448332,170.2031571357416,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.774100536938457,9.797108880800502,913.0,5541.0,3709.0,6730.002303119963,48.9,15.299999999999999,51.0,72.29315320277571
1788877090.7641132,1788877090763221355,STATIC_CANDIDATE,0,-173.2763671875,170.20385930408645,170.20287626840368,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.6788541951017932,0.04388287541807105,9.783677343579082,9.807298868099458,908.0,5542.0,3715.0,6733.457729874006,48.9,15.299999999999999,51.0,72.29315320277571
1788877090.7853286,1788877090783339782,STATIC_CANDIDATE,0,-173.2763671875,170.20287626840368,170.20287626840368,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.6740657917814807,0.04388287541807105,9.769312133618145,9.79263753860336,903.0,5538.0,3709.0,6726.182721276608,48.9,15.6,51.29999999999999,72.56900164670863
1788877090.8056269,1788877090803311181,STATIC_CANDIDATE,0,-173.2763671875,170.22279234440373,170.37753634308888,0,170.43913510986408,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04388287541807105,9.778888940258769,9.801863436886663,902.0,5537.0,3703.0,6721.918029848326,48.9,15.6,51.29999999999999,72.56900164670863
1788877090.8242254,1788877090823192065,STATIC_CANDIDATE,0,-173.2763671875,170.22353927040373,170.3831142872048,0,170.43913510986408,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.03909447209775855,9.778888940258769,9.801517377173669,899.0,5527.0,3691.0,6706.669143472041,48.9,15.6,51.29999999999999,72.56900164670863
1788877090.8440948,1788877090843234150,STATIC_CANDIDATE,0,-173.2763671875,170.2430621134038,170.21652560391956,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.6740657917814807,0.03909447209775855,9.774100536938457,9.79739426457766,902.0,5523.0,3691.0,6703.776100079715,48.9,15.299999999999999,51.0,72.29315320277571
1788877090.864488,1788877090863222593,STATIC_CANDIDATE,0,-173.2763671875,170.2506489444038,170.21465810466376,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.03430606877744605,9.783677343579082,9.8066024438805,905.0,5510.0,3697.0,6696.78534820999,48.9,15.299999999999999,51.0,72.29315320277571
1788877090.885757,1788877090883465929,STATIC_CANDIDATE,0,-173.2763671875,170.24411269640376,170.20887802293396,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.03909447209775855,9.783677343579082,9.806294731058452,909.0,5516.0,3698.0,6702.815900798709,48.9,15.299999999999999,51.0,72.29315320277571
1788877090.9063857,1788877090903374237,STATIC_CANDIDATE,0,-173.2763671875,170.2238824094037,170.20287626840368,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.03909447209775855,9.783677343579082,9.806294731058452,913.0,5514.0,3693.0,6698.956187347399,48.9,15.6,51.0,72.35723875328577
1788877090.924823,1788877090923195749,STATIC_CANDIDATE,0,-173.2763671875,170.21970256940372,170.37623153555435,0,170.43769818131577,nan,-0.0,-0.0,0.0,0.0,0.6740657917814807,0.04388287541807105,9.788465746899394,9.811745618218383,908.0,5523.0,3685.0,6701.284802185324,48.9,15.6,51.0,72.35723875328577
1788877090.9443512,1788877090943220808,STATIC_CANDIDATE,0,-173.2763671875,170.22256476640374,170.38165282285712,0,170.43769818131577,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.03909447209775855,9.788465746899394,9.811397570105735,908.0,5528.0,3690.0,6708.155335112627,48.9,15.6,51.0,72.35723875328577
1788877090.9671018,1788877090963386949,STATIC_CANDIDATE,0,-173.2763671875,170.2415393094038,170.2170819057238,0,170.20686028213646,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04388287541807105,9.774100536938457,9.796760312690575,911.0,5532.0,3696.0,6715.159045026409,48.9,15.299999999999999,51.89999999999999,72.93085766669688
1788877090.9844954,1788877090983216378,STATIC_CANDIDATE,0,-173.2763671875,170.2426359654038,170.2167281780299,0,170.20686028213646,nan,-0.0,-0.0,0.0,0.0,0.6740657917814807,0.03909447209775855,9.783677343579082,9.806948324155748,911.0,5530.0,3682.0,6705.81426823022,48.9,15.299999999999999,51.89999999999999,72.93085766669688
1788877091.0051281,1788877091003465774,STATIC_CANDIDATE,0,-173.2763671875,170.24139791840378,170.2110670490558,0,170.20686028213646,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.03909447209775855,9.793254150219706,9.816174787117918,911.0,5537.0,3682.0,6711.588038609045,48.9,15.299999999999999,51.89999999999999,72.93085766669688
1788877091.0249116,1788877091023197250,STATIC_CANDIDATE,0,-173.2763671875,170.22158396640373,170.20686028213646,0,170.20686028213646,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.788465746899394,9.811440403646253,924.0,5544.0,3696.0,6726.8215376951985,48.9,15.299999999999999,51.89999999999999,72.93085766669688
1788877091.0450153,1788877091043216112,STATIC_CANDIDATE,0,-173.2763671875,170.20686028213646,170.20287626840368,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.659700581820543,0.03909447209775855,9.783677343579082,9.805971425548089,916.0,5544.0,3707.0,6731.778442581128,48.9,15.299999999999999,51.0,72.29315320277571
1788877091.0638847,1788877091063222349,STATIC_CANDIDATE,0,-173.2763671875,170.20287626840368,170.20287626840368,0,170.20287626840368,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04388287541807105,9.778888940258769,9.801863436886663,917.0,5539.0,3725.0,6737.732185238591,48.9,15.299999999999999,51.0,72.29315320277571
1788877091.084947,1788877091083240733,STATIC_CANDIDATE,0,-173.2763671875,170.20287626840368,169.96407613932436,0,169.875447051257,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04388287541807105,9.778888940258769,9.801863436886663,919.0,5540.0,3723.0,6737.721424932913,49.2,14.999999999999998,52.49999999999999,73.49755097960747
1788877091.106373,1788877091103199715,STATIC_CANDIDATE,0,-173.2763671875,170.1826854844036,169.95746722167667,0,169.875447051257,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.03909447209775855,9.783677343579082,9.806294731058452,916.0,5531.0,3696.0,6715.015487696212,49.2,14.999999999999998,52.49999999999999,73.49755097960747
1788877091.125186,1788877091123412758,STATIC_CANDIDATE,0,-173.2763671875,170.1826854844036,169.95746722167667,0,169.875447051257,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.783677343579082,9.806663218411352,913.0,5541.0,3682.0,6715.160012985543,49.2,14.999999999999998,52.49999999999999,73.49755097960747
