wall_time_s,x_ut,y_ut,z_ut,norm_ut,roll_deg,pitch_deg,target_face,observed_face,accepted_for_fit,fit_reason
1789620111.3871338,-18.5303,-24.7925,-32.25099999999999,44.70086213195445,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.4253545,-18.371599999999997,-24.9512,-32.080099999999995,44.60057044489453,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.4652839,-18.4692,-24.999999999999996,-32.4219,44.914262191980846,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.5051312,-18.6523,-24.9268,-32.6904,45.1432819552367,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.545155,-18.4937,-24.865699999999997,-32.2754,44.7439540199567,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.5862129,-18.8232,-24.7925,-31.982399999999995,44.63020080898135,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.6253378,-18.481399999999997,-25.0488,-32.2998,44.85846193796662,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.6662405,-18.5547,-25.0488,-32.9346,45.34762563453571,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.7061188,-18.627899999999997,-24.9146,-32.373,44.897072071238675,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.746241,-18.6523,-24.865699999999997,-32.3486,44.86249272766728,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.7862206,-18.640099999999997,-24.8169,-32.3486,44.83038897422149,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.826301,-18.4082,-24.987799999999996,-32.4951,44.93532574812382,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.8662171,-18.5303,-24.9756,-32.4463,44.94346445413393,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.9086945,-18.505899999999997,-24.939,-32.4219,44.89545250267559,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.9471722,-18.457,-25.0244,-32.4707,44.958067160966785,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620111.9872591,-18.4448,-24.9756,-32.397499999999994,44.87303476086724,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.0273387,-18.6035,-24.9512,-32.3486,44.889692755130326,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.067188,-18.5303,-25.0732,-32.4463,44.997775056329175,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.1072347,-18.5303,-24.987799999999996,-32.4463,44.95024527875237,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.1472158,-18.5669,-25.0244,-32.4707,45.00329687322919,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.1871922,-18.774399999999996,-24.939,-32.5195,45.07715271187833,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.2273908,-18.6523,-24.999999999999996,-32.5195,45.060250504629906,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.2671962,-18.2617,-25.0977,-32.4951,44.93679735127994,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.3071823,-18.6035,-24.939,-32.4219,44.93577119467296,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.347171,-18.908699999999996,-24.939,-32.6172,45.20369888106503,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.3872569,-18.6035,-24.8901,-32.2754,44.802999178849625,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.4282632,-18.1885,-25.0732,-32.1533,44.64663023543883,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.4672248,-18.4937,-24.9512,-32.4463,44.91482722687465,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.5071917,-18.6768,-24.9146,-32.8369,45.252869003080896,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.547187,-18.457,-25.0244,-32.4463,44.94044757287137,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.5872881,-18.396,-24.9634,-32.22659999999999,44.72290132717241,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.628198,-18.5425,-24.999999999999996,-32.4463,44.96205833744714,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.6683526,-18.5669,-25.0244,-32.9346,45.3391469717947,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.7081938,-18.6035,-24.987799999999996,-32.4219,44.96287313662239,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.7481363,-18.640099999999997,-24.8169,-32.2998,44.79518873338966,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.788301,-18.6523,-24.743699999999997,-32.080099999999995,44.60147756509866,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.8281627,-18.6035,-24.9023,-32.4463,44.93302951315435,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.8681922,-18.5669,-24.939,-32.4463,44.93824518492016,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.9081287,-18.5425,-24.9268,-32.4219,44.90377783772764,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.948211,-18.481399999999997,-24.8291,-32.25099999999999,44.7009323590683,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620112.9882674,-18.5913,-24.719199999999997,-32.104499999999994,44.57997537661949,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.0282037,-18.4937,-24.939,-32.3486,44.83751311848149,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.068213,-18.505899999999997,-24.999999999999996,-32.4219,44.92936605851455,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.108158,-18.2129,-25.0488,-32.7637,45.084500058667615,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.1481884,-18.5547,-24.8413,-32.2754,44.7556535304759,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.1882422,-18.7866,-24.8047,-32.2754,44.83203014374879,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.229513,-18.6646,-24.939,-32.4463,44.978699379261734,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.268217,-18.2617,-25.0244,-32.4951,44.89589965976849,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.3094296,-18.6035,-24.9634,-32.4463,44.96692045826576,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.3504968,-18.908699999999996,-24.755899999999997,-32.22659999999999,44.82128141920977,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.3902419,-18.5547,-24.755899999999997,-32.2998,44.72592712219613,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.431291,-18.2007,-24.9146,-32.080099999999995,44.50994933337938,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.4703581,-18.457,-24.9634,-32.4707,44.924142140390394,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.5103264,-18.6768,-24.8901,-32.7881,45.20397590765662,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.550202,-18.6035,-24.987799999999996,-32.3486,44.910046571452135,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.5902238,-18.1519,-25.0977,-32.3486,44.78635887030782,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.6312957,-18.5547,-25.0244,-32.4707,44.99826492143892,-0.41748046874999994,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.6713095,-18.5913,-25.0244,-32.4951,45.03097328572857,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.7112465,-18.6157,-24.999999999999996,-32.4707,45.00989496744021,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.7513173,-18.5913,-25.0488,-32.3242,44.921406064035885,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.7914271,-18.6523,-24.987799999999996,-32.4951,45.03587423532488,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.8312705,-18.6035,-24.999999999999996,-32.5195,45.04007207476471,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.8713021,-18.5791,-24.9756,-32.4707,44.981217309672715,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.9113224,-18.5425,-24.9512,-32.4463,44.9349426546869,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.9512868,-18.5791,-24.999999999999996,-32.6904,45.153573601321966,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620113.9912243,-18.4937,-24.9268,-32.4707,44.918912012870486,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.0312326,-18.457,-25.0732,-32.4951,45.00286358944284,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.0713,-18.505899999999997,-25.0732,-32.4463,44.98773251387538,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.1113276,-18.225099999999998,-25.0732,-32.8125,45.13845128601556,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.1514966,-18.689,-24.9756,-32.4707,45.026721786623554,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.1912432,-18.6035,-25.0244,-32.0557,44.72000346712867,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.2312417,-18.6157,-24.999999999999996,-32.5195,45.045112573285905,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.2713244,-18.2983,-25.0977,-32.5439,44.98697317435349,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.3112643,-18.640099999999997,-24.939,-32.4463,44.96853825398375,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.3513181,-18.9331,-24.755899999999997,-32.2021,44.81397220544057,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.3912437,-18.6035,-24.719199999999997,-32.2754,44.708282298138,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.432314,-18.225099999999998,-24.9023,-32.5439,44.84845864140706,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.4723592,-18.505899999999997,-24.9146,-32.4219,44.881903118963216,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.5123088,-18.7134,-24.8413,-32.7148,45.13911457140026,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.5523005,-18.5913,-24.8413,-32.2021,44.71802618396747,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.5922463,-18.1641,-24.853499999999997,-32.1777,44.531285276196556,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.632308,-18.5425,-24.7925,-32.2998,44.74113814533555,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.6722667,-18.5791,-24.939,-32.4463,44.94328716838589,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.7123258,-18.7378,-24.9146,-32.4707,45.01320695629228,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.752288,-18.6157,-24.8901,-32.3486,44.86082128606207,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.7926536,-18.6523,-24.7803,-32.2998,44.78000271795436,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.8325288,-18.6523,-24.8047,-32.3486,44.82871132812095,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.8722873,-18.6157,-24.9512,-32.4463,44.96519822729574,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.9123166,-18.6523,-24.9146,-32.6172,45.08355935693188,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.953301,-18.5303,-24.8413,-32.373,44.815994162575485,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620114.9932826,-18.518099999999997,-24.755899999999997,-32.2754,44.693132107517364,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.0333998,-18.249499999999998,-24.939,-31.957999999999995,44.45572781149803,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.0732868,-18.457,-25.146499999999996,-32.4951,45.04374357510707,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.114348,-18.4326,-25.0488,-32.7148,45.138246124988065,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.1534033,-18.505899999999997,-25.0732,-32.5195,45.040554762347234,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.193312,-18.457,-25.0977,-32.0312,44.6828061756421,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.233327,-18.5913,-24.999999999999996,-32.4707,44.99980882381613,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.2732618,-18.5547,-25.0732,-32.88569999999999,45.325616540980434,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.3132794,-18.762199999999996,-24.939,-32.5439,45.089680604878986,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.3533378,-18.4448,-25.0732,-32.1289,44.734128140492466,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.3932462,-18.627899999999997,-24.9756,-32.4951,45.01900462893421,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.4332993,-18.2617,-25.0488,-32.8613,45.17518241269204,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.47329,-18.5425,-24.9634,-32.4219,44.924105393652525,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.5133424,-18.5913,-24.9023,-32.25099999999999,44.787140810504965,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.5539527,-18.457,-25.0244,-32.4707,44.958067160966785,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.5934641,-18.457,-24.9512,-32.4463,44.89972844160641,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.6333249,-18.481399999999997,-24.9756,-32.4219,44.90570499312977,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.6732988,-18.505899999999997,-24.987799999999996,-32.4463,44.94019211507668,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.7132955,-18.7012,-24.9023,-32.4463,44.97356790849487,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.7552617,-18.5547,-25.0488,-32.5195,45.04705488464257,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.7947338,-18.6523,-24.987799999999996,-32.4951,45.03587423532488,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.8343124,-18.6523,-24.987799999999996,-32.5439,45.0710979602228,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.8742533,-18.237299999999998,-25.0732,-32.4707,44.895554657671845,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.9145951,-18.7012,-24.9268,-32.6172,45.11055281771661,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620115.954263,-18.5669,-24.9023,-32.4707,44.93551690355859,-0.4229736328125001,2.109375,LEVEL,LEVEL,True,OK
1789620115.995196,-18.5547,-24.7681,-32.2754,44.71506585995373,-0.4229736328125001,2.109375,LEVEL,LEVEL,True,OK
1789620116.035235,-18.2129,-24.8901,-31.957999999999995,44.41329269959614,-0.4229736328125001,2.109375,LEVEL,LEVEL,True,OK
1789620116.0751588,-18.4692,-24.999999999999996,-32.5684,45.020129133533146,-0.4229736328125001,2.109375,LEVEL,LEVEL,True,OK
1789620116.1152108,-18.7988,-24.8901,-32.4951,45.04268512711026,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.155271,-18.505899999999997,-24.939,-32.4463,44.913076486698166,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.196234,-18.505899999999997,-24.8901,-31.8359,44.446709007866936,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.2393982,-18.6157,-24.8291,-32.2998,44.79180252389939,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.2761884,-18.7378,-24.9268,-32.8125,45.26710354473765,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.31629,-18.627899999999997,-24.987799999999996,-32.4707,45.00816776697314,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.3561842,-18.457,-24.999999999999996,-32.0312,44.628002671416965,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.396331,-18.640099999999997,-24.755899999999997,-32.2998,44.76142304328583,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.4392877,-18.3228,-24.8413,-32.5928,44.88992979912087,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.4761908,-18.6035,-24.8169,-32.5439,44.95635844983444,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.5162306,-18.5669,-24.8901,-31.957999999999995,44.55962990892092,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.556211,-18.481399999999997,-24.9512,-32.4463,44.9097640952388,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.5962098,-18.481399999999997,-24.7681,-32.25099999999999,44.66707875572343,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.6384575,-18.5303,-24.8047,-32.25099999999999,44.70762978709562,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.6772203,-18.7134,-24.853499999999997,-32.3486,44.88117337782068,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.7172341,-18.5425,-24.987799999999996,-32.4463,44.95527598380417,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.7572355,-18.5913,-24.999999999999996,-32.5195,45.03503431707363,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.7993975,-18.640099999999997,-24.9512,-32.4951,45.01052358571271,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.840287,-18.6646,-24.987799999999996,-32.5439,45.076189603936136,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.877295,-18.457,-24.987799999999996,-32.5684,45.00835118508564,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.917209,-18.5791,-24.9512,-32.4707,44.96767390848675,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.9572265,-18.5425,-24.9756,-32.5195,45.00136422220998,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620116.9971504,-18.518099999999997,-24.865699999999997,-32.4463,44.877449212159995,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.0372505,-18.1885,-25.0244,-32.1777,44.63682901931991,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.0773256,-18.481399999999997,-25.0244,-32.6416,45.09164880418545,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.118232,-18.7988,-24.8901,-32.4219,44.989905079473104,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.1582952,-18.4692,-25.0244,-32.4951,44.98070106178871,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.1982033,-18.4326,-25.0732,-32.0068,44.641475639140786,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.2387567,-18.505899999999997,-25.0488,-32.6416,45.11523874269092,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.2782648,-18.896499999999996,-24.9023,-32.7393,45.26658836305206,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.3182456,-18.5913,-24.9756,-32.4951,45.003872667360525,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.3582137,-18.4082,-25.0244,-32.1533,44.70925098332559,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.398213,-18.627899999999997,-24.939,-32.4707,44.98109311588592,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.4383469,-18.7012,-24.9512,-32.666,45.159327041930105,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.4782577,-18.518099999999997,-24.9512,-32.4463,44.924879440461496,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.5182517,-18.518099999999997,-24.9146,-31.982399999999995,44.57051974713779,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.5582907,-18.4692,-24.999999999999996,-32.4707,44.94950174506943,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.5982068,-18.4937,-24.755899999999997,-32.25099999999999,44.66540636219489,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.638418,-18.481399999999997,-24.865699999999997,-32.4463,44.86231788639548,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.6785502,-18.481399999999997,-24.9268,-32.3486,44.825655892133916,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.7182033,-18.5303,-24.987799999999996,-32.4707,44.96786102784965,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.758279,-18.5669,-25.0488,-32.4951,45.034472141460704,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.8000321,-18.640099999999997,-24.853499999999997,-32.3486,44.850660109077545,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.83926,-18.5425,-24.853499999999997,-32.4463,44.88076594923486,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.87929,-18.640099999999997,-24.8413,-32.3486,44.84390076320302,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.9193664,-18.6157,-24.9512,-32.4951,45.000424352888054,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.9592822,-18.8477,-24.9023,-32.1533,44.82404534923192,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620117.9991918,-18.5791,-24.8291,-32.3242,44.794207987863786,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.0392692,-18.3472,-24.865699999999997,-32.2754,44.683601348705096,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.0792131,-18.4692,-24.9146,-32.3242,44.79623363007207,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.1193295,-18.811,-24.8901,-32.3486,44.94221535449716,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.1592207,-18.4448,-24.999999999999996,-32.4463,44.9218547115989,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.1991887,-18.1396,-25.0244,-32.25099999999999,44.66981849660909,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.2394097,-18.481399999999997,-24.865699999999997,-32.4463,44.86231788639548,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.2793422,-18.896499999999996,-24.755899999999997,-32.080099999999995,44.71090597460534,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.3193767,-18.5791,-24.9512,-32.4951,44.985296067270696,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.359195,-18.3472,-25.0977,-32.1533,44.72526125155671,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.3992925,-18.5303,-24.9512,-32.5684,45.01816386848757,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.4402556,-18.9697,-24.853499999999997,-32.5439,45.12927439644914,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.4802792,-18.5669,-24.9268,-32.4463,44.93147579971083,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.520267,-18.5425,-24.9268,-32.4463,44.92139855547688,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.5603075,-18.5303,-24.9512,-32.4707,44.94753339194488,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.600334,-18.5425,-24.8901,-32.6416,45.04237376981813,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.6403024,-18.4448,-24.9634,-32.4219,44.8838677723968,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.6802955,-18.4448,-24.9512,-32.397499999999994,44.8594586985844,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.720306,-18.481399999999997,-24.939,-32.4463,44.90298710163946,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.7602632,-18.4937,-24.999999999999996,-32.4707,44.9595740435783,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.800519,-18.4448,-24.987799999999996,-32.25099999999999,44.7741867249423,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.8403113,-18.5791,-25.0244,-32.4707,45.00833156938835,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.8802788,-18.8721,-24.8901,-32.7637,45.267353292521975,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.9202807,-18.6035,-24.9512,-32.5195,45.01300338724356,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620118.960349,-18.8232,-24.9268,-32.104499999999994,44.792378109785595,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620119.0002978,-18.4448,-24.9634,-32.5195,44.95441988114183,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620119.0413637,-18.5913,-25.0244,-32.959,45.36686799912465,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620119.0813298,-18.505899999999997,-24.9756,-32.4463,44.93340977335239,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620119.1214426,-18.5303,-24.939,-31.982399999999995,44.589232431720546,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
1789620119.1612911,-18.4692,-24.9756,-32.4707,44.93593553593827,-0.4229736328124999,2.1038818359375,LEVEL,LEVEL,True,OK
