wall_time,ros_ns,state,segment,imu_yaw_deg,inertial_yaw_deg,validated_yaw_deg,validated_ok,neo_yaw_deg,gyro_x_rps,gyro_y_rps,gyro_z_rps,gyro_norm_rps,acc_x,acc_y,acc_z,acc_norm,yah_mag_x_ut,yah_mag_y_ut,yah_mag_z_ut,yah_mag_norm_ut,neo_mag_x_ut,neo_mag_y_ut,neo_mag_z_ut,neo_mag_norm_ut
1788873835.631329,1788873835629988305,STATIC_5,5,50.85634207393141,-23.66011505502503,nan,0,-48.058330141364536,-0.0,-0.0,-0.0,0.0,-0.3650177287263318,0.15401615178525854,9.79804255354002,9.806048990203767,-576.0999999999999,665.4,396.59999999999997,965.3703589814636,-30.9,-12.6,48.3,58.70655840704682
1788873835.6529405,1788873835649986057,STATIC_5,5,50.88380789424391,-23.66011505502503,nan,0,-48.058330141364536,-0.0,-0.0,-0.0,0.0,-0.3841713420075818,0.15401615178525854,9.793254150219706,9.801996503051107,-575.8,666.1,397.7,966.1263581954485,-30.9,-12.6,48.3,58.70655840704682
1788873835.6714342,1788873835669959872,STATIC_5,5,50.9112737145564,-23.66011505502503,nan,0,-48.058330141364536,-0.0,-0.0,-0.0,0.0,-0.3745945353669568,0.14443934514463355,9.793254150219706,9.801480022993879,-575.8,665.5,394.8,964.5221251998317,-30.9,-12.6,48.3,58.70655840704682
1788873835.6910472,1788873835689987404,STATIC_5,5,50.93324637080641,-23.66011505502503,nan,0,-48.57588845240368,-0.0,-0.0,-0.0,0.0,-0.3698061320466443,0.15880455510557104,9.793254150219706,9.801520408223261,-575.6,666.3,390.99999999999994,963.4064822285555,-30.9,-12.9,48.9,59.26575739834934
1788873835.7119606,1788873835710124856,STATIC_5,5,50.9607121911189,-23.66011505502503,nan,0,-48.57588845240368,-0.0,-0.0,-0.0,0.0,-0.3793829386872693,0.14443934514463355,9.79804255354002,9.806448491659651,-576.2,666.1999999999999,390.1,963.331142442722,-30.9,-12.9,48.9,59.26575739834934
1788873835.7317615,1788873835730049074,WAIT_MOVE,0,50.98817801143141,-23.66011505502503,nan,0,-48.57588845240368,-0.0,-0.0,-0.0,0.0,-0.3745945353669568,0.15401615178525854,9.802830956860332,9.811194463963945,-577.1999999999999,665.5999999999999,389.4,963.2318308693914,-30.9,-12.9,48.9,59.26575739834934
1788873835.7517061,1788873835749985320,WAIT_MOVE,0,51.01015066768141,-23.66011505502503,nan,0,-48.567778461586315,-0.0010652644360316951,-0.0,-0.0,0.0010652644360316951,-0.3698061320466443,0.15401615178525854,9.793254150219706,9.801443995713363,-577.4,665.2,390.5,963.5206536447467,-30.9,-12.9,48.6,59.01847168471919
1788873835.7719936,1788873835769984912,WAIT_MOVE,0,51.037616487993915,-23.66011505502503,nan,0,-48.567778461586315,-0.0,-0.0010652644360316951,-0.0,0.0010652644360316951,-0.3745945353669568,0.15401615178525854,9.793254150219706,9.801625829000669,-577.1999999999999,665.0999999999999,389.2,962.8055307277789,-30.9,-12.9,48.6,59.01847168471919
1788873835.7923317,1788873835789989900,WAIT_MOVE,0,51.0650823083064,-23.66011505502503,nan,0,-48.567778461586315,-0.0,-0.0010652644360316951,-0.0,0.0010652644360316951,-0.3793829386872693,0.16359295842588353,9.793254150219706,9.801965156080133,-577.5999999999999,665.8,392.6,964.9073323381888,-30.9,-12.9,48.6,59.01847168471919
1788873835.811631,1788873835810065210,WAIT_MOVE,0,51.087054964556415,-23.66011505502503,nan,0,-48.08175288232944,-0.0,-0.0,-0.0,0.0,-0.3650177287263318,0.15401615178525854,9.79804255354002,9.806048990203767,-577.5,665.4,394.5,965.3463937882608,-30.9,-12.6,48.6,58.95362584269096
