wall_time,ros_ns,state,segment,imu_yaw_deg,inertial_yaw_deg,validated_yaw_deg,validated_ok,neo_yaw_deg,map_yaw_from_enu_deg,gnss_cog_yaw_deg,gyro_x_rps,gyro_y_rps,gyro_z_rps,gyro_norm_rps,acc_x,acc_y,acc_z,acc_norm,yah_mag_x_lsb,yah_mag_y_lsb,yah_mag_z_lsb,yah_mag_norm_lsb,neo_mag_x_ut,neo_mag_y_ut,neo_mag_z_ut,neo_mag_norm_ut
1788877591.464581,1788877591464009632,STATIC_CANDIDATE,0,-173.2763671875,170.10264294595598,170.10264294595598,0,170.10264294595598,0.0,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.778888940258769,9.801886044124094,913.0,5555.0,3688.0,6730.0028231792,nan,nan,nan,nan
1788877591.484909,1788877591484027740,STATIC_CANDIDATE,0,-173.2763671875,170.10264294595598,170.27541153354377,0,170.33910110491857,0.0,nan,-0.0,-0.0,0.0,0.0,0.6788541951017932,0.04867127873838355,9.783677343579082,9.807321462807467,911.0,5558.0,3688.0,6732.208330109816,nan,nan,nan,nan
1788877591.5058637,1788877591504047335,STATIC_CANDIDATE,0,-173.2763671875,170.11618743295602,170.27729214359985,0,170.33910110491857,0.0,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04388287541807105,9.778888940258769,9.801863436886663,906.0,5557.0,3687.0,6730.160027815089,nan,nan,nan,nan
1788877591.524757,1788877591524036142,STATIC_CANDIDATE,0,-173.2763671875,170.12276958295604,170.28378827400553,0,170.33910110491857,0.0,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.03909447209775855,9.778888940258769,9.801843168831526,903.0,5557.0,3681.0,6726.471511870098,nan,nan,nan,nan
1788877591.5449195,1788877591544034518,STATIC_CANDIDATE,0,-173.2763671875,170.14550608395612,170.52922183563228,0,170.6704425120053,0.0,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04867127873838355,9.783677343579082,9.80633758688789,905.0,5554.0,3685.0,6726.452705549932,nan,nan,nan,nan
1788877591.5647922,1788877591564018561,STATIC_CANDIDATE,0,-173.2763671875,170.17616826795623,170.53117768051743,0,170.6704425120053,0.0,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04388287541807105,9.793254150219706,9.815869710266329,904.0,5552.0,3681.0,6722.475808807348,nan,nan,nan,nan
1788877591.5851145,1788877591584039126,STATIC_CANDIDATE,0,-173.2763671875,170.18301380195626,170.5367998730026,0,170.6704425120053,0.0,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.778888940258769,9.801886044124094,900.0,5561.0,3676.0,6726.640840716858,nan,nan,nan,nan
1788877591.6060367,1788877591604041087,STATIC_CANDIDATE,0,-173.2763671875,170.23572109595642,170.38151711857364,0,170.43702622083188,0.0,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.03909447209775855,9.778888940258769,9.801517377173669,908.0,5555.0,3679.0,6724.398114329639,nan,nan,nan,nan
1788877591.6253977,1788877591624046060,STATIC_CANDIDATE,0,-173.2763671875,170.23572109595642,170.38151711857364,0,170.43702622083188,0.0,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04388287541807105,9.783677343579082,9.806314989912936,909.0,5555.0,3679.0,6724.533218001083,nan,nan,nan,nan
1788877591.64502,1788877591644035284,STATIC_CANDIDATE,0,-173.2763671875,170.24274424895646,170.3872905497189,0,170.43702622083188,0.0,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04388287541807105,9.778888940258769,9.801863436886663,905.0,5545.0,3697.0,6725.612165446354,nan,nan,nan,nan
1788877591.6651006,1788877591664063664,STATIC_CANDIDATE,0,-173.2763671875,170.26295128995653,169.9871778154252,0,169.87316140387867,0.0,nan,-0.0,-0.0,0.0,0.0,0.6788541951017932,0.04388287541807105,9.774100536938457,9.797745150346731,906.0,5551.0,3716.0,6741.149234366497,nan,nan,nan,nan
1788877591.6851625,1788877591684220316,STATIC_CANDIDATE,0,-173.2763671875,170.27221983195656,169.98431818898706,0,169.87316140387867,0.0,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04388287541807105,9.783677343579082,9.806314989912936,914.0,5541.0,3709.0,6730.138037217364,nan,nan,nan,nan
1788877591.72274,1788877591704580874,STATIC_CANDIDATE,0,-173.2763671875,170.26221106695652,169.9781959547143,0,169.87316140387867,0.0,nan,-0.0,-0.0,0.0,0.0,0.6740657917814807,0.04388287541807105,9.783677343579082,9.806968581660064,913.0,5530.0,3702.0,6717.088134005687,nan,nan,nan,nan
1788877591.777596,1788877591724089548,STATIC_CANDIDATE,0,-173.2763671875,170.24078310395643,169.97219654497133,0,169.87316140387867,nan,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.03909447209775855,9.774100536938457,9.797065984601442,912.0,5530.0,3696.0,6713.64729487631,nan,nan,nan,nan
1788877591.7994628,1788877591744732939,STATIC_CANDIDATE,0,-173.2763671875,170.24078310395643,169.97219654497133,0,169.87316140387867,nan,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.03909447209775855,9.788465746899394,9.811397570105735,920.0,5531.0,3685.0,6709.514587509293,nan,nan,nan,nan
1788877591.858413,1788877591764053018,STATIC_CANDIDATE,0,-173.2763671875,170.21978504495635,169.95196682958166,0,170.10264294595598,nan,nan,-0.0,-0.0,0.0,0.0,0.6836425984221057,0.03430606877744605,9.783677343579082,9.807593306820738,924.0,5535.0,3679.0,6710.070193373539,nan,nan,nan,nan
1788877591.8706176,1788877591785917623,STATIC_CANDIDATE,0,-173.2763671875,170.14909846895614,170.1132208563021,0,169.96907601319987,nan,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.03430606877744605,9.783677343579082,9.806276810338934,905.0,5533.0,3666.0,6698.706591574227,nan,nan,nan,nan
1788877591.8777103,1788877591804112694,STATIC_CANDIDATE,0,-173.2763671875,170.14895723595615,170.01498375042434,0,170.11025202711343,nan,nan,-0.0,-0.0,0.0,0.0,0.6644889851408555,0.04867127873838355,9.774100536938457,9.79678293170407,899.0,5532.0,3664.0,6695.977971887303,nan,nan,nan,nan
1788877591.8918743,1788877591831363023,STATIC_CANDIDATE,0,-173.2763671875,170.14892842795615,170.01247897642077,0,170.11025202711343,nan,nan,-0.0,-0.0,0.0,0.0,0.6836425984221057,0.03909447209775855,9.774100536938457,9.7980578119496,902.0,5539.0,3663.0,6701.61875967292,nan,nan,nan,nan
1788877591.901748,1788877591864044124,STATIC_CANDIDATE,0,-173.2763671875,170.1297531579561,170.00508499024087,0,170.11025202711343,nan,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.769312133618145,9.792331728456617,902.0,5548.0,3667.0,6711.244072450353,nan,nan,nan,nan
1788877591.909807,1788877591884030531,STATIC_CANDIDATE,0,-173.2763671875,170.12098643895604,170.10888829735464,0,170.11025202711343,nan,nan,-0.0,-0.0,0.0,0.0,0.669277388461168,0.04867127873838355,9.783677343579082,9.806663218411352,902.0,5549.0,3667.0,6712.070768399272,48.9,15.6,51.6,72.78138498270008
