wall_time,state,segment,yah_mag_x_lsb,yah_mag_y_lsb,yah_mag_z_lsb,neo_mag_x_ut,neo_mag_y_ut,neo_mag_z_ut
1789591985.5333312,STATIC_6,6,-6377.0,-1300.0,3469.0,-32.3486,17.1997,-30.8105
1789591985.6334314,STATIC_6,6,-6380.0,-1291.0,3441.0,-32.2998,17.1997,-30.6152
1789591985.7334833,STATIC_6,6,-6378.0,-1293.0,3457.0,-32.373,17.3218,-30.5176
1789591985.8338184,STATIC_6,6,-6369.0,-1285.0,3450.0,-32.373,17.4561,-30.3467
1789591985.934538,STATIC_6,6,-6366.0,-1292.0,3442.0,-32.3486,17.3096,-30.5664
1789591986.0371552,STATIC_6,6,-6370.0,-1290.0,3448.0,-32.3975,17.4927,-30.3223
1789591986.1373494,STATIC_6,6,-6386.0,-1302.0,3456.0,-32.3242,17.1997,-30.5908
1789591986.2382693,STATIC_6,6,-6376.0,-1289.0,3461.0,-32.373,17.3706,-30.3955
1789591986.3510985,STATIC_6,6,-6372.0,-1293.0,3439.0,-32.2998,17.1997,-30.7617
1789591986.4513793,STATIC_6,6,-6385.0,-1293.0,3455.0,-32.3242,17.1387,-30.6885
1789591986.551455,STATIC_6,6,-6383.0,-1288.0,3466.0,-32.3242,17.2852,-30.4932
1789591986.6703715,STATIC_6,6,-6392.0,-1289.0,3444.0,-32.3242,17.1509,-30.7129
1789591986.771452,STATIC_6,6,-6384.0,-1294.0,3452.0,-32.2998,17.1875,-30.6152
1789591986.8791049,STATIC_6,6,-6383.0,-1279.0,3443.0,-32.3486,17.1997,-30.6396
1789591986.9859776,STATIC_6,6,-6383.0,-1288.0,3435.0,-32.3486,17.1631,-30.542
1789591987.0894237,STATIC_6,6,-6374.0,-1294.0,3463.0,-32.3242,17.1143,-30.6152
1789591987.1904197,STATIC_6,6,-6388.0,-1292.0,3448.0,-32.3486,17.1875,-30.7129
1789591987.3089693,STATIC_6,6,-6392.0,-1301.0,3450.0,-32.3486,17.2485,-30.5908
1789591987.4093838,STATIC_6,6,-6380.0,-1293.0,3453.0,-32.3975,17.4561,-30.4443
1789591987.5094295,STATIC_6,6,-6390.0,-1276.0,3469.0,-32.3242,17.1753,-30.8838
1789591987.610662,STATIC_6,6,-6371.0,-1312.0,3449.0,-32.373,17.4194,-30.5908
1789591987.7204833,STATIC_6,6,-6387.0,-1301.0,3438.0,-32.3242,17.2241,-30.6396
1789591987.8278418,STATIC_6,6,-6393.0,-1273.0,3435.0,-32.3486,17.4072,-30.4199
1789591987.928371,STATIC_6,6,-6367.0,-1296.0,3456.0,-32.373,17.2607,-30.6152
1789591988.0283787,STATIC_6,6,-6377.0,-1290.0,3439.0,-32.3486,17.3462,-30.4688
1789591988.1284113,STATIC_6,6,-6374.0,-1296.0,3459.0,-32.3242,17.1631,-30.4932
1789591988.2347198,STATIC_6,6,-6387.0,-1290.0,3426.0,-32.3486,17.1265,-30.6641
1789591988.3356,STATIC_6,6,-6377.0,-1286.0,3433.0,-32.3486,17.1875,-30.6641
1789591988.436241,STATIC_6,6,-6380.0,-1288.0,3453.0,-32.2998,17.3096,-30.7861
1789591988.5364277,STATIC_6,6,-6372.0,-1290.0,3446.0,-32.3486,17.1875,-30.5908
1789591988.63654,STATIC_6,6,-6382.0,-1296.0,3432.0,-32.3242,17.1875,-30.6396
1789591988.7372608,STATIC_6,6,-6381.0,-1303.0,3457.0,-32.3486,17.2729,-30.542
1789591988.8422358,STATIC_6,6,-6377.0,-1304.0,3466.0,-32.3486,17.2241,-30.6396
1789591988.9454827,STATIC_6,6,-6367.0,-1299.0,3468.0,-32.3242,17.1997,-30.5908
1789591989.045721,STATIC_6,6,-6377.0,-1286.0,3458.0,-32.3486,17.3462,-30.4932
1789591989.1464336,STATIC_6,6,-6368.0,-1276.0,3468.0,-32.3486,17.1875,-30.7617
1789591989.2648613,STATIC_6,6,-6389.0,-1297.0,3450.0,-32.373,17.3584,-30.4443
1789591989.365399,STATIC_6,6,-6386.0,-1285.0,3457.0,-32.3242,17.2852,-30.542
1789591989.4834464,STATIC_6,6,-6388.0,-1287.0,3436.0,-32.3242,17.3096,-30.542
1789591989.584195,STATIC_6,6,-6386.0,-1295.0,3438.0,-32.3486,17.334,-30.6396
1789591989.6844664,STATIC_6,6,-6392.0,-1291.0,3445.0,-32.2998,17.2729,-30.6152
1789591995.2333941,STATIC_7,7,-3780.0,-2803.0,3686.0,-9.91821,24.9756,-29.2725
1789591995.3346705,STATIC_7,7,-3793.0,-2797.0,3679.0,-9.95483,25.0488,-29.1016
1789591995.4358585,STATIC_7,7,-3784.0,-2784.0,3681.0,-9.92432,25.1221,-29.1016
1789591995.5379298,STATIC_7,7,-3783.0,-2781.0,3664.0,-9.96094,25.2197,-29.0527
1789591995.6381361,STATIC_7,7,-3789.0,-2795.0,3669.0,-9.96704,25.0732,-28.8818
1789591995.7383754,STATIC_7,7,-3789.0,-2806.0,3699.0,-9.96704,25.2197,-28.9795
1789591995.8455083,STATIC_7,7,-3781.0,-2786.0,3679.0,-9.96704,25.0488,-29.1992
1789591995.9504993,STATIC_7,7,-3781.0,-2798.0,3660.0,-9.95483,25.0732,-29.0771
1789591996.0514095,STATIC_7,7,-3789.0,-2778.0,3676.0,-9.93042,25.0244,-29.1504
1789591996.151491,STATIC_7,7,-3798.0,-2778.0,3697.0,-9.98535,25.0732,-29.126
1789591996.259139,STATIC_7,7,-3786.0,-2783.0,3690.0,-9.93652,25.0488,-29.126
1789591996.3697054,STATIC_7,7,-3785.0,-2782.0,3676.0,-9.91821,24.9268,-29.126
1789591996.470427,STATIC_7,7,-3795.0,-2787.0,3672.0,-9.98535,25.0977,-29.1748
1789591996.5756729,STATIC_7,7,-3799.0,-2790.0,3686.0,-9.96704,25.0488,-28.9795
1789591996.6857822,STATIC_7,7,-3793.0,-2801.0,3673.0,-10.0708,25.0732,-29.1748
1789591996.8032546,STATIC_7,7,-3814.0,-2805.0,3661.0,-10.2051,25.1221,-28.9551
1789591996.9086573,STATIC_7,7,-3836.0,-2819.0,3651.0,-10.1807,25.1221,-29.0527
1789591997.0094082,STATIC_7,7,-3818.0,-2805.0,3639.0,-10.144,25.1221,-28.9551
1789591997.1094115,STATIC_7,7,-3808.0,-2806.0,3668.0,-10.1074,25.2686,-28.8818
1789591997.2197738,STATIC_7,7,-3825.0,-2807.0,3682.0,-10.0952,25.0244,-29.126
1789591997.3277383,STATIC_7,7,-3807.0,-2823.0,3668.0,-10.1013,25.3174,-28.833
1789591997.4284217,STATIC_7,7,-3817.0,-2804.0,3652.0,-10.0647,25.0488,-29.2236
1789591997.528467,STATIC_7,7,-3815.0,-2802.0,3662.0,-10.0891,25.2441,-28.9062
1789591997.6313193,STATIC_7,7,-3813.0,-2823.0,3663.0,-10.0159,25.0732,-29.0771
1789591997.7333598,STATIC_7,7,-3797.0,-2793.0,3639.0,-10.0342,25.2686,-28.7354
1789591997.8343008,STATIC_7,7,-3794.0,-2803.0,3650.0,-10.0647,25.0977,-29.0283
1789591997.9354503,STATIC_7,7,-3802.0,-2797.0,3654.0,-10.0281,25.1221,-29.0527
1789591998.0392907,STATIC_7,7,-3804.0,-2794.0,3667.0,-10.0708,25.0732,-29.0039
1789591998.1407108,STATIC_7,7,-3802.0,-2815.0,3705.0,-10.0769,25.0732,-29.0527
1789591998.2445407,STATIC_7,7,-3805.0,-2812.0,3683.0,-10.0098,25.0488,-29.2969
1789591998.3457558,STATIC_7,7,-3806.0,-2785.0,3654.0,-10.0281,25.0244,-29.126
1789591998.4464247,STATIC_7,7,-3802.0,-2804.0,3673.0,-10.022,25.1221,-29.1016
1789591998.5464554,STATIC_7,7,-3802.0,-2790.0,3646.0,-10.0159,25.0244,-29.1748
1789591998.6619697,STATIC_7,7,-3807.0,-2786.0,3654.0,-10.0525,25.0977,-29.1504
1789591998.764909,STATIC_7,7,-3808.0,-2797.0,3676.0,-10.0281,25.2197,-28.7598
1789591998.8654115,STATIC_7,7,-3800.0,-2785.0,3685.0,-10.022,25.1709,-28.833
1789591998.9654706,STATIC_7,7,-3789.0,-2794.0,3661.0,-10.0525,25.2441,-28.8086
1789591999.0755873,STATIC_7,7,-3782.0,-2785.0,3661.0,-9.98535,25.0,-29.1016
1789591999.1838746,STATIC_7,7,-3803.0,-2795.0,3660.0,-10.0464,25.1221,-29.0283
1789591999.2844636,STATIC_7,7,-3801.0,-2812.0,3666.0,-10.0281,25.1221,-28.9795
1789591999.3845909,STATIC_7,7,-3807.0,-2811.0,3657.0,-10.0037,25.0977,-29.248
1789591999.4855573,STATIC_7,7,-3797.0,-2802.0,3680.0,-10.0281,25.0732,-29.1016
1789591999.6031752,STATIC_7,7,-3791.0,-2807.0,3674.0,-9.99756,25.0977,-29.1504
1789591999.7034135,STATIC_7,7,-3805.0,-2800.0,3673.0,-10.0464,25.0244,-28.9551
1789591999.803459,STATIC_7,7,-3800.0,-2789.0,3692.0,-10.0525,25.0977,-29.1016
1789591999.9035058,STATIC_7,7,-3793.0,-2800.0,3664.0,-9.99756,25.0977,-29.0771
1789592000.0223734,STATIC_7,7,-3791.0,-2815.0,3662.0,-10.0342,25.1221,-29.0771
1789592000.1234357,STATIC_7,7,-3803.0,-2788.0,3693.0,-10.0037,25.0732,-28.9795
1789592000.2245064,STATIC_7,7,-3812.0,-2797.0,3673.0,-10.0037,25.0488,-29.2969
1789592000.332226,STATIC_7,7,-3792.0,-2808.0,3626.0,-10.1501,25.3174,-28.833
1789592000.4328744,STATIC_7,7,-3798.0,-2810.0,3667.0,-9.99756,25.0977,-29.126
1789592000.5332007,STATIC_7,7,-3803.0,-2802.0,3657.0,-10.0464,25.2197,-28.9795
1789592000.6333964,STATIC_7,7,-3812.0,-2807.0,3647.0,-10.0586,25.0488,-29.126
1789592000.7334394,STATIC_7,7,-3789.0,-2814.0,3653.0,-10.0525,25.2686,-28.6865
1789592006.0357342,STATIC_8,8,-1211.0,-2436.0,3438.0,7.55005,16.4429,-23.4009
1789592006.135966,STATIC_8,8,-1216.0,-2446.0,3448.0,7.4646,16.4673,-23.5352
1789592006.2363837,STATIC_8,8,-1224.0,-2438.0,3470.0,7.49512,16.4917,-23.4985
1789592006.3490424,STATIC_8,8,-1207.0,-2455.0,3463.0,7.50732,16.4917,-23.5718
1789592006.4494054,STATIC_8,8,-1219.0,-2430.0,3451.0,7.51953,16.4917,-23.5474
1789592006.5494485,STATIC_8,8,-1224.0,-2435.0,3469.0,7.53174,16.4795,-23.7427
1789592006.6494489,STATIC_8,8,-1238.0,-2436.0,3444.0,7.48901,16.4307,-23.5962
1789592006.7555315,STATIC_8,8,-1237.0,-2442.0,3477.0,7.48291,16.3574,-23.4375
1789592006.8679166,STATIC_8,8,-1233.0,-2441.0,3465.0,7.50732,16.5649,-23.4741
1789592006.9684412,STATIC_8,8,-1221.0,-2440.0,3458.0,7.47681,16.4551,-23.5962
1789592007.0684626,STATIC_8,8,-1231.0,-2434.0,3463.0,7.49512,16.5039,-23.291
1789592007.1684952,STATIC_8,8,-1229.0,-2436.0,3482.0,7.49512,16.4307,-23.5718
1789592007.2770665,STATIC_8,8,-1207.0,-2432.0,3436.0,7.48901,16.5039,-23.3643
1789592007.3854659,STATIC_8,8,-1223.0,-2433.0,3441.0,7.52563,16.2964,-23.4741
1789592007.4865792,STATIC_8,8,-1228.0,-2460.0,3456.0,7.4646,16.4429,-23.5107
1789592007.58744,STATIC_8,8,-1228.0,-2422.0,3448.0,7.53174,16.3452,-23.6328
1789592007.7060914,STATIC_8,8,-1216.0,-2442.0,3455.0,7.47681,16.4062,-23.6328
1789592007.8064737,STATIC_8,8,-1212.0,-2432.0,3424.0,7.49512,16.4551,-23.5718
1789592007.9064896,STATIC_8,8,-1227.0,-2436.0,3444.0,7.53174,16.4673,-23.8037
1789592008.0254245,STATIC_8,8,-1224.0,-2459.0,3461.0,7.4585,16.5527,-23.4741
1789592008.1265173,STATIC_8,8,-1206.0,-2455.0,3444.0,7.52563,16.4673,-23.5352
1789592008.2328835,STATIC_8,8,-1210.0,-2445.0,3487.0,7.50122,16.4673,-23.5596
1789592008.3337567,STATIC_8,8,-1216.0,-2448.0,3451.0,7.44019,16.5039,-23.5596
1789592008.4353292,STATIC_8,8,-1230.0,-2438.0,3463.0,7.50122,16.7114,-23.2422
1789592008.5353878,STATIC_8,8,-1222.0,-2443.0,3455.0,7.48291,16.5161,-23.5718
1789592008.6359334,STATIC_8,8,-1197.0,-2451.0,3447.0,7.4585,16.7358,-23.2788
1789592008.7439592,STATIC_8,8,-1205.0,-2442.0,3445.0,7.51343,16.4917,-23.6206
1789592008.844454,STATIC_8,8,-1206.0,-2445.0,3441.0,7.44019,16.6504,-23.3765
1789592008.957472,STATIC_8,8,-1192.0,-2439.0,3469.0,7.51343,16.4795,-23.5352
1789592009.0632782,STATIC_8,8,-1204.0,-2443.0,3458.0,7.4646,16.5894,-23.6694
1789592009.163432,STATIC_8,8,-1220.0,-2444.0,3471.0,7.51343,16.4185,-23.584
1789592009.2634366,STATIC_8,8,-1214.0,-2450.0,3448.0,7.53174,16.394,-23.6206
1789592009.3634446,STATIC_8,8,-1236.0,-2435.0,3432.0,7.48291,16.4062,-23.645
1789592009.4634619,STATIC_8,8,-1222.0,-2440.0,3422.0,7.51343,16.3818,-23.5596
1789592009.5634627,STATIC_8,8,-1228.0,-2439.0,3457.0,7.53174,16.3208,-23.5718
1789592009.678318,STATIC_8,8,-1234.0,-2435.0,3448.0,7.50732,16.4429,-23.6328
1789592009.7818553,STATIC_8,8,-1226.0,-2438.0,3454.0,7.52563,16.4551,-23.5962
1789592009.882495,STATIC_8,8,-1212.0,-2452.0,3466.0,7.49512,16.5039,-23.584
1789592009.9853837,STATIC_8,8,-1215.0,-2453.0,3425.0,7.4707,16.4917,-23.4863
1789592010.0854053,STATIC_8,8,-1230.0,-2471.0,3450.0,7.53174,16.6138,-23.3765
1789592010.1992536,STATIC_8,8,-1218.0,-2452.0,3459.0,7.50732,16.5039,-23.5718
1789592010.3007848,STATIC_8,8,-1228.0,-2437.0,3442.0,7.43408,16.687,-23.4009
1789592010.4014852,STATIC_8,8,-1223.0,-2440.0,3452.0,7.48291,16.626,-23.4375
1789592010.519295,STATIC_8,8,-1223.0,-2444.0,3466.0,7.43408,16.7114,-23.3032
1789592010.6201942,STATIC_8,8,-1214.0,-2441.0,3444.0,7.50732,16.6016,-23.3887
1789592010.7204304,STATIC_8,8,-1227.0,-2418.0,3443.0,7.48291,16.4673,-23.5596
1789592010.8204699,STATIC_8,8,-1225.0,-2446.0,3423.0,7.4707,16.5283,-23.4985
1789592010.9319458,STATIC_8,8,-1219.0,-2453.0,3471.0,7.51953,16.4795,-23.6206
1789592011.037344,STATIC_8,8,-1214.0,-2449.0,3442.0,7.50122,16.5283,-23.7427
1789592011.1374173,STATIC_8,8,-1214.0,-2437.0,3459.0,7.51953,16.4673,-23.5718
1789592011.2388973,STATIC_8,8,-1215.0,-2445.0,3454.0,7.51343,16.4673,-23.5596
1789592011.3395033,STATIC_8,8,-1234.0,-2457.0,3439.0,7.4707,16.4795,-23.5352
1789592011.4407516,STATIC_8,8,-1210.0,-2447.0,3471.0,7.50732,16.4673,-23.5107
1789592011.5582578,STATIC_8,8,-1212.0,-2446.0,3474.0,7.48901,16.4185,-23.5107
1789592011.6584156,STATIC_8,8,-1219.0,-2447.0,3459.0,7.47681,16.5649,-23.3276
1789592011.758463,STATIC_8,8,-1231.0,-2430.0,3456.0,7.55005,16.5039,-23.4619
1789592011.8585083,STATIC_8,8,-1206.0,-2439.0,3449.0,7.43408,16.626,-23.3398
1789592011.96166,STATIC_8,8,-1219.0,-2443.0,3446.0,7.48291,16.5405,-23.3887
1789592012.0753553,STATIC_8,8,-1230.0,-2451.0,3473.0,7.50732,16.5649,-23.4375
1789592012.1770892,STATIC_8,8,-1234.0,-2458.0,3446.0,7.45239,16.4795,-23.6938
1789592012.2774527,STATIC_8,8,-1217.0,-2442.0,3424.0,7.48291,16.6138,-23.3154
1789592016.768471,STATIC_9,9,365.0,-208.0,3606.0,13.1104,-0.920105,-23.5229
1789592016.868495,STATIC_9,9,352.0,-210.0,3595.0,13.1836,-1.13297,-23.6572
1789592016.9853702,STATIC_9,9,346.0,-194.0,3585.0,13.147,-0.902557,-23.7061
1789592017.0868206,STATIC_9,9,347.0,-186.0,3612.0,13.1348,-1.18332,-23.6816
1789592017.187,STATIC_9,9,344.0,-202.0,3600.0,13.1348,-1.02692,-23.4619
1789592017.287112,STATIC_9,9,357.0,-198.0,3600.0,13.1836,-1.12991,-23.5718
1789592017.387522,STATIC_9,9,344.0,-195.0,3586.0,13.1348,-1.05362,-23.6084
1789592017.4876714,STATIC_9,9,358.0,-199.0,3592.0,13.1836,-1.04904,-23.645
1789592017.6062257,STATIC_9,9,368.0,-191.0,3606.0,13.147,-1.04446,-23.6816
1789592017.7064023,STATIC_9,9,359.0,-203.0,3609.0,13.1714,-1.07574,-23.6328
1789592017.8065395,STATIC_9,9,348.0,-199.0,3617.0,13.147,-1.08032,-23.8159
1789592017.9256122,STATIC_9,9,349.0,-204.0,3621.0,13.1104,-1.04904,-23.7915
1789592018.0264845,STATIC_9,9,357.0,-199.0,3605.0,13.1836,-1.07346,-23.5718
1789592018.1265163,STATIC_9,9,374.0,-200.0,3587.0,13.1104,-0.915527,-23.4985
1789592018.2328756,STATIC_9,9,376.0,-205.0,3594.0,13.1226,-1.12305,-23.6328
1789592018.3337662,STATIC_9,9,359.0,-190.0,3600.0,13.147,-0.89798,-23.5229
1789592018.4342914,STATIC_9,9,360.0,-208.0,3595.0,13.1348,-1.05972,-23.4863
1789592018.5347238,STATIC_9,9,364.0,-204.0,3615.0,13.1348,-0.933075,-23.3765
1789592018.6349475,STATIC_9,9,358.0,-205.0,3595.0,13.147,-1.03531,-23.6816
1789592018.7360623,STATIC_9,9,361.0,-189.0,3598.0,13.1348,-0.91095,-23.4253
1789592018.8365967,STATIC_9,9,366.0,-201.0,3602.0,13.147,-1.13297,-23.6206
1789592018.9368706,STATIC_9,9,347.0,-202.0,3575.0,13.147,-1.09329,-23.877
1789592019.0374675,STATIC_9,9,342.0,-214.0,3627.0,13.1592,-1.06659,-23.6084
1789592019.138767,STATIC_9,9,367.0,-207.0,3595.0,13.147,-1.12,-23.7061
1789592019.2429552,STATIC_9,9,368.0,-200.0,3609.0,13.1836,-1.10703,-23.584
1789592019.3435268,STATIC_9,9,366.0,-202.0,3591.0,13.147,-1.16882,-23.5962
1789592019.4460392,STATIC_9,9,365.0,-191.0,3607.0,13.1714,-1.09787,-23.7305
1789592019.5623868,STATIC_9,9,350.0,-207.0,3632.0,13.1592,-1.12,-23.6938
1789592019.6623986,STATIC_9,9,347.0,-196.0,3631.0,13.2324,-1.16882,-23.7061
1789592019.7624633,STATIC_9,9,368.0,-176.0,3634.0,13.147,-0.884247,-23.6694
1789592019.8625202,STATIC_9,9,355.0,-173.0,3596.0,13.1348,-1.08871,-23.7793
1789592019.9752822,STATIC_9,9,345.0,-194.0,3592.0,13.1226,-0.910187,-23.3643
1789592020.0812776,STATIC_9,9,358.0,-204.0,3583.0,13.1348,-1.12,-23.6938
1789592020.1814036,STATIC_9,9,356.0,-213.0,3596.0,13.147,-0.906372,-23.3765
1789592020.2815058,STATIC_9,9,353.0,-192.0,3596.0,13.1836,-1.08871,-23.6816
1789592020.3815234,STATIC_9,9,354.0,-210.0,3612.0,13.1226,-0.879669,-23.1934
1789592020.4851563,STATIC_9,9,377.0,-205.0,3613.0,13.1958,-1.09329,-23.6572
1789592020.6002324,STATIC_9,9,367.0,-195.0,3605.0,13.147,-0.978088,-23.7305
1789592020.7003894,STATIC_9,9,359.0,-208.0,3590.0,13.1592,-1.11542,-23.5229
1789592020.800636,STATIC_9,9,355.0,-196.0,3575.0,13.1836,-1.07117,-23.6938
1789592020.919676,STATIC_9,9,354.0,-196.0,3597.0,13.147,-1.08871,-23.6084
1789592021.020492,STATIC_9,9,361.0,-191.0,3621.0,13.1714,-1.05362,-23.7549
