time_iso,unix_s,right_erpm,gnss_gspeed_mps,gnss_vel_norm_mps,ratio_erpm_per_mps,sat,dop,hacc_m,sacc_mps,gnss_measurement_age_s,erpm_pair_age_s,esc_right_age_ms,gnss_vel_sigma_mps,steering_deg,esc_fault,valid,reject_reason
2026-09-17T23:21:34.438,1789662094.438401,0.000,0.046700,0.046690,nan,16,0.720,0.677,0.503,0.038,0.007,0.0,nan,0.000,0,0,gnss_fix_not_ok;sacc_high;speed_low
2026-09-17T23:21:34.540,1789662094.540442,0.000,0.090600,0.090609,nan,16,0.710,0.681,0.419,0.040,0.008,0.0,nan,0.000,0,0,gnss_fix_not_ok;sacc_high;speed_low
2026-09-17T23:21:34.637,1789662094.637386,0.000,0.033800,0.033838,nan,16,0.720,0.684,0.423,0.037,0.006,0.0,nan,0.000,0,0,gnss_fix_not_ok;sacc_high;speed_low
2026-09-17T23:21:34.740,1789662094.740928,0.000,0.052300,0.052326,nan,16,0.780,0.687,0.429,0.040,0.009,0.0,0.4290,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:34.840,1789662094.840754,0.000,0.069100,0.069051,nan,16,0.780,0.690,0.395,0.040,0.009,0.0,0.3950,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:34.938,1789662094.938761,0.000,0.019200,0.019209,nan,16,0.780,0.693,0.453,0.038,0.007,0.0,0.4530,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.049,1789662095.049133,0.000,0.095400,0.095425,nan,16,0.780,0.695,0.409,0.048,0.017,0.0,0.4089,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.386,1789662095.386994,0.000,0.033100,0.033061,nan,16,0.780,0.697,0.337,0.037,0.001,0.0,0.3370,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.388,1789662095.388270,0.000,0.034000,0.033956,nan,16,0.780,0.698,0.314,0.038,0.000,0.0,0.3140,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.389,1789662095.389034,0.000,0.139500,0.139488,nan,16,0.780,0.700,0.351,0.038,0.000,0.0,0.3510,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.437,1789662095.437668,0.000,0.078000,0.078026,nan,16,0.780,0.702,0.326,0.037,0.005,0.0,0.3260,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.542,1789662095.542870,0.000,0.025600,0.025612,nan,16,0.780,0.703,0.281,0.042,0.013,0.0,0.2810,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.638,1789662095.638622,0.000,0.027100,0.027074,nan,16,0.780,0.705,0.329,0.038,0.009,0.0,0.3290,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.738,1789662095.738754,0.000,0.110500,0.110463,nan,16,0.780,0.706,0.374,0.038,0.006,0.0,0.3740,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.838,1789662095.838809,0.000,0.068000,0.068007,nan,16,0.750,0.708,0.368,0.038,0.009,0.0,0.3679,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:35.938,1789662095.938857,0.000,0.021900,0.021932,nan,16,0.750,0.709,0.353,0.038,0.009,0.0,0.3530,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.049,1789662096.049153,0.000,0.101600,0.101592,nan,16,0.750,0.711,0.419,0.048,0.016,0.0,0.4190,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.137,1789662096.137623,0.000,0.037300,0.037336,nan,16,0.760,0.713,0.402,0.037,0.008,0.0,0.4020,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.236,1789662096.236627,0.000,0.041000,0.041049,nan,16,0.770,0.716,0.286,0.036,0.004,0.0,0.2860,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.340,1789662096.340890,0.000,0.045800,0.045804,nan,16,0.770,0.718,0.348,0.040,0.011,0.0,0.3480,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.439,1789662096.439005,0.000,0.008600,0.008602,nan,16,0.750,0.720,0.354,0.038,0.009,0.0,0.3541,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.543,1789662096.543779,0.000,0.052000,0.052010,nan,16,0.750,0.721,0.329,0.043,0.014,0.0,0.3290,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.638,1789662096.638756,0.000,0.392200,0.392207,nan,16,0.750,0.723,0.391,0.038,0.009,0.0,0.3909,0.000,0,0,sacc_high
2026-09-17T23:21:36.738,1789662096.738699,0.000,0.067500,0.067476,nan,16,0.770,0.725,0.397,0.038,0.009,0.0,0.3970,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.839,1789662096.839342,0.000,0.089600,0.089644,nan,16,0.770,0.727,0.386,0.038,0.010,0.0,0.3861,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:36.937,1789662096.937723,0.000,0.104700,0.104657,nan,16,0.770,0.729,0.437,0.037,0.007,0.0,0.4369,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.051,1789662097.051578,0.000,0.025700,0.025710,nan,16,0.770,0.731,0.338,0.051,0.002,0.0,0.3380,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.140,1789662097.140727,0.000,0.063300,0.063325,nan,16,0.750,0.732,0.388,0.040,0.011,0.0,0.3880,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.237,1789662097.237769,0.000,0.136300,0.136341,nan,16,0.750,0.733,0.312,0.037,0.008,0.0,0.3120,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.338,1789662097.338740,0.000,0.070700,0.070725,nan,16,0.780,0.735,0.306,0.038,0.009,0.0,0.3060,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.438,1789662097.438721,0.000,0.023000,0.023022,nan,16,0.780,0.736,0.391,0.038,0.009,0.0,0.3909,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.537,1789662097.537762,0.000,0.077000,0.076968,nan,16,0.780,0.737,0.381,0.037,0.008,0.0,0.3810,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.638,1789662097.638796,0.000,0.029800,0.029833,nan,16,0.780,0.738,0.370,0.038,0.009,0.0,0.3699,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.741,1789662097.741698,0.000,0.030600,0.030594,nan,16,0.780,0.739,0.292,0.041,0.012,0.0,0.2920,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.838,1789662097.838813,0.000,0.060200,0.060208,nan,16,0.780,0.740,0.331,0.038,0.008,0.0,0.3310,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:37.938,1789662097.938667,0.000,0.050200,0.050249,nan,16,0.780,0.741,0.336,0.038,0.009,0.0,0.3360,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:38.048,1789662098.048876,0.000,0.044400,0.044407,nan,16,0.750,0.743,0.337,0.048,0.019,0.0,0.3370,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:38.138,1789662098.138694,0.000,0.045100,0.045122,nan,16,0.780,0.744,0.379,0.038,0.009,0.0,0.3790,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:38.236,1789662098.236723,0.000,0.063300,0.063325,nan,16,0.780,0.745,0.386,0.036,0.007,0.0,0.3861,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:38.338,1789662098.338634,0.000,0.033100,0.033061,nan,16,0.780,0.746,0.350,0.038,0.007,0.0,0.3500,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:38.438,1789662098.438673,0.000,0.110600,0.110603,nan,16,0.750,0.747,0.272,0.038,0.008,0.0,0.2720,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:38.538,1789662098.538681,487.000,0.057600,0.057628,nan,16,0.750,0.748,0.368,0.038,0.007,0.0,0.3679,0.000,0,0,sacc_high;speed_low
2026-09-17T23:21:38.638,1789662098.638691,1088.000,0.222500,0.222461,nan,16,0.750,0.749,0.343,0.038,0.006,0.0,0.3430,0.000,0,0,sacc_high;speed_low
