t_s,map_x,map_y,map_yaw,map_vx,local_x,local_y,local_yaw,local_vx,esc_x,esc_y,esc_yaw,esc_vx,gnss_vx,gnss_vy,gnss_vz,gnss_speed_xy,cmd_v,cmd_w,drive_target_mps,drive_actual_mps,actual_erpm,steer_rad,mux_source,estop,ready,feedback,autonomy_gate,heading_valid,yaw_inertial,yaw_neo3,distance_remaining
0.4586275459996614,129.63278351397867,101.45133951082519,0.0071167945596384286,-0.02003235813170378,0.019063756899402498,-5.5244194502781404e-08,6.400072800527568e-05,0.032638491440019506,0.01888736998093322,0.0,0.0,0.02901960716481185,0.097,-0.025,-0.093,0.10016985574512924,0.0,0.0,0.0,0.02901960716481185,128.0,0.0,NAV2,False,True,True,True,,,1.3806567887700978,3.5538227558135986
0.49906093899971893,129.63278351397867,101.45133951082519,0.0071167945596384286,-0.02003235813170378,0.02001047527661345,1.3384654710680572e-08,0.00010386011716612131,0.032151116433283944,0.0200430808856835,0.0,0.0,0.02901960716481185,-0.1,-0.006,0.045,0.10017983829094555,0.0,0.0,0.0,0.02901960716481185,128.0,0.0,NAV2,False,True,True,True,,,1.3818461808263225,3.5538227558135986
0.539939112999491,129.6341309677998,101.45552660626626,0.007352437191891603,-0.017844228255809617,0.021021773435996365,1.6524671873861618e-07,0.00018661551732357395,0.0321662698658917,0.02178188383092181,0.0,0.0,0.02901960716481185,-0.1,-0.006,0.045,0.10017983829094555,0.0,0.0,0.0,0.02901960716481185,128.0,0.0,NAV2,False,True,True,True,,,1.3845249331849396,3.5538227558135986
0.5832826609994299,129.6341309677998,101.45552660626626,0.007352437191891603,-0.017844228255809617,0.0229192082305812,7.136496793170324e-07,0.00031506843153783487,0.031473451233470014,0.022942198522231144,0.0,0.0,0.02901960716481185,0.01,-0.05,-0.098,0.050990195135927854,0.0,0.0,0.0,0.02901960716481185,128.0,0.0,NAV2,False,True,True,True,,,1.3823430071811003,3.5538227558135986
0.6253263779999543,129.63542983532196,101.45904287286024,0.0074507166533344105,-0.015790055822519404,0.02392177088472263,1.0379330081405447e-06,0.00031285888899335035,0.03154076025833064,0.024152927148832656,0.0,0.0,0.02901960716481185,0.01,-0.05,-0.098,0.050990195135927854,0.0,0.0,0.0,0.02901960716481185,128.0,0.0,NAV2,False,True,True,True,,,1.3841244239466126,3.5538227558135986
0.6655864699996528,129.63542983532196,101.45904287286024,0.0074507166533344105,-0.015790055822519404,0.024871555992799027,1.3562800234052262e-06,0.000329974056328286,0.03128279070080049,0.025267794146302355,0.0,0.0,0.02901960716481185,0.002,-0.033,-0.09,0.03306055050963308,0.1,0.042838890794055576,0.1,0.02901960716481185,128.0,0.0,NAV2,False,True,True,True,,,1.3836263399313729,3.5538227558135986
0.7096229799999492,129.63542983532196,101.45904287286024,0.0074507166533344105,-0.015790055822519404,0.02582710219294324,1.3927288677764332e-06,-0.0002583421328670177,0.031078833531538442,0.026100932988558517,4.5337703181885926e-08,7.475535492163562e-05,0.012696078134605184,0.002,-0.033,-0.09,0.03306055050963308,0.10359072685241699,0.04437711834907532,0.10359072685241699,0.012696078134605184,56.0,-0.08295186906244632,NAV2,False,True,True,True,,,1.381049807823182,3.5538227558135986
0.7499707699998908,129.63667739821145,101.46196935606811,0.0062431987143849454,-0.013867820079018578,0.026853743675800713,1.5651967621728385e-07,-0.0009101883486231089,0.025597916786630155,0.02661329443224536,1.1477770160651246e-07,0.00015785538966205518,0.012922793815580277,0.002,-0.033,-0.09,0.03306055050963308,0.15307776629924774,0.0,0.15307776629924774,0.012922793815580277,60.0,-0.1266546808218174,NAV2,False,True,True,True,,,1.391492303520283,3.5538227558135986
0.7956325569994078,129.63667739821145,101.46196935606811,0.0062431987143849454,-0.013867820079018578,0.027308682315937388,-1.4364204299692348e-08,0.0004278677320788127,0.02329340178015537,0.02719475938498721,2.4486620113759026e-07,0.0002355391192459302,0.015416666306306295,0.0,-0.07,-0.062,0.07,0.15307776629924774,0.0,0.15307776629924774,0.015416666306306295,68.0,-0.05817764173314431,NAV2,False,True,True,True,,,1.388997394830731,3.5538227558135986
0.8402475069997308,129.63788009691626,101.46441840582152,0.0074514826059259845,-0.012070048477135885,0.027933061072846058,4.0465429466022436e-07,0.0014284699797255662,0.022525650775144505,0.028129334731562667,4.861376394362537e-07,0.00026603013992289277,0.015416666306306295,0.0,-0.07,-0.062,0.07,0.15307776629924774,0.0,0.15307776629924774,0.015416666306306295,68.0,-0.017815157451523473,NAV2,False,True,True,True,,,1.3917937251653973,3.5538227558135986
0.8831185979997827,129.63788009691626,101.46441840582152,0.0074514826059259845,-0.012070048477135885,0.02891043722122442,5.854122486992037e-07,-0.0004233201323460278,0.0199126554962859,0.028741109852316434,6.563934397282448e-07,0.0002823456683224135,0.015416666306306295,-0.062,-0.002,0.005,0.06203224967708329,0.20307776629924773,0.03547292783146131,0.20307776629924773,0.015416666306306295,68.0,-0.01865026259201768,NAV2,False,True,True,True,,,1.3862137759058446,3.5538227558135986
0.9243215899996358,129.63902368515627,101.46633563178347,0.005764635905786353,-0.010401117721341694,0.02949196915187002,4.4991360238247495e-07,8.021253240730886e-06,0.01952898809843722,0.02936192355829364,8.475255914558227e-07,0.0003243726832844967,0.015416666306306295,-0.062,-0.002,0.005,0.06203224967708329,0.20604971051216125,0.03758139908313751,0.20604971051216125,0.015416666306306295,68.0,-0.0762712141069459,NAV2,False,True,True,True,,,1.3872076023391198,3.5538227558135986
0.9666513759993904,129.63902368515627,101.46633563178347,0.005764635905786353,-0.010401117721341694,0.02999111203196485,3.375511209411161e-07,-0.00011146253145222218,0.01873785688836129,0.029970172203334564,1.0809359690047773e-06,0.0004042220244814531,0.015416666306306295,0.082,-0.039,-0.01,0.0908019823572151,0.20604971051216125,0.03758139908313751,0.20604971051216125,0.015416666306306295,117.0,-0.09714833065605478,NAV2,False,True,True,True,,,1.391797033806516,3.5538227558135986
1.01001299499967,129.63902368515627,101.46633563178347,0.005764635905786353,-0.010401117721341694,0.030688651717850204,1.8673332130823273e-07,-0.0003673266917267881,0.019370433733354904,0.031035352356348887,1.6258299588198786e-06,0.0005473228479168819,0.02652573467408583,0.082,-0.039,-0.01,0.0908019823572151,0.24044841527938843,0.07453864812850952,0.24044841527938843,0.02652573467408583,117.0,-0.0968699622758901,NAV2,False,True,True,True,,,1.3903971478041002,3.5538227558135986
1.0526241719999234,129.64011208495717,101.46787617541605,0.00490709671100209,-0.008855094020084959,0.03235965662256267,-4.876275917509333e-07,-0.0006488930550303529,0.021675701203435017,0.03208988811329921,2.3457287178436462e-06,0.0007318876198470094,0.02539215626921037,0.082,-0.039,-0.01,0.0908019823572151,0.24044841527938843,0.07453864812850952,0.24044841527938843,0.02539215626921037,119.0,-0.13611899630790864,NAV2,False,True,True,True,,,1.3832366496950375,3.5538227558135986
1.0926660790000824,129.64011208495717,101.46787617541605,0.00490709671100209,-0.008855094020084959,0.03327497270432066,-8.930748880160182e-07,-0.00038565957792568994,0.02298563768878612,0.03314460904759862,3.2899846236507217e-06,0.0009510332824225571,0.026979166036036017,-0.031,0.032,-0.066,0.04455333881989093,0.24044841527938843,0.07453864812850952,0.24044841527938843,0.026979166036036017,118.0,-0.15476921235781296,NAV2,False,True,True,True,,,1.384428050254124,3.5538227558135986
1.133470125999338,129.64114414623074,101.46907308136862,0.004343888896363168,-0.007427356828619871,0.03411946762728097,-1.077705640067978e-06,0.00013068516872705158,0.023605966770981892,0.03422844105610712,4.508646720431388e-06,0.0011821225384032715,0.026752450355060926,-0.031,0.032,-0.066,0.04455333881989093,0.24044841527938843,0.07453864812850952,0.24044841527938843,0.026752450355060926,260.0,-0.15588268587847195,NAV2,False,True,True,True,,,1.3914884138148582,3.5538227558135986
1.1752076079992548,129.64114414623074,101.46907308136862,0.004343888896363168,-0.007427356828619871,0.03566121480152349,-9.640771561299382e-07,0.0006217086816406869,0.028331217782450898,0.03694606890759058,8.922589084139843e-06,0.0017686148799303295,0.07821690993640694,-0.025,0.162,0.058,0.1639176622576103,0.26416122913360596,0.08529207110404968,0.26416122913360596,0.07821690993640694,327.0,-0.1589446449760574,NAV2,False,True,True,True,,,1.3919843743453926,3.5538227558135986
1.21555927099962,129.64114414623074,101.46907308136862,0.004343888896363168,-0.007427356828619871,0.038481008432037764,-5.096095308397402e-07,0.0006203585944306589,0.039603544980329565,0.04027720656468756,1.6727408009539763e-05,0.0025358868887414504,0.09295342919978795,-0.025,0.162,0.058,0.1639176622576103,0.26416122913360596,0.08529207110404968,0.26416122913360596,0.09295342919978795,466.0,-0.1720276795911203,NAV2,False,True,True,True,,,1.3907076508940246,3.5538227558135986
1.2586476529995707,129.6421159576674,101.47203295423256,0.005159142463257106,-0.006079598912509637,0.04504571597691293,3.218341197995678e-06,0.0015306203623093317,0.061628412365791106,0.04458870129397644,3.108842025404832e-05,0.0036002019975143427,0.10950367391096971,-0.025,0.162,0.058,0.1639176622576103,0.2977846562862396,0.05477062985301018,0.2977846562862396,0.10950367391096971,516.0,-0.18399721741446748,NAV2,False,True,True,True,,,1.386612265230836,3.5538227558135986
