state,segment,yah_mag_x_lsb,yah_mag_y_lsb,yah_mag_z_lsb,neo_mag_x_ut,neo_mag_y_ut,neo_mag_z_ut
STATIC_7,7,-2673.0,-5153.0,4004.0,-10.9863,33.8379,-28.7842
STATIC_7,7,-2683.0,-5168.0,4000.0,-11.0352,33.8135,-28.7354
STATIC_7,7,-2679.0,-5142.0,3977.0,-11.0413,33.8379,-28.7354
STATIC_7,7,-2681.0,-5165.0,3969.0,-11.0535,34.0088,-28.6377
STATIC_7,7,-2680.0,-5145.0,4001.0,-11.0291,33.8379,-28.7354
STATIC_7,7,-2686.0,-5147.0,3987.0,-11.0596,33.96,-28.5645
STATIC_7,7,-2687.0,-5159.0,3993.0,-11.0229,33.8623,-28.7354
STATIC_7,7,-2691.0,-5154.0,4005.0,-11.0779,34.0332,-28.5156
STATIC_7,7,-2672.0,-5166.0,3978.0,-11.0413,33.8623,-28.7109
STATIC_7,7,-2681.0,-5167.0,3978.0,-11.0596,34.0088,-28.5156
STATIC_7,7,-2678.0,-5160.0,4011.0,-11.0107,33.7646,-28.7598
STATIC_7,7,-2688.0,-5170.0,4007.0,-11.0107,33.8379,-28.7354
STATIC_7,7,-2687.0,-5163.0,4011.0,-11.0168,33.7891,-28.7109
STATIC_7,7,-2673.0,-5162.0,3986.0,-11.0352,33.8379,-28.6865
STATIC_7,7,-2684.0,-5153.0,4000.0,-11.0168,33.7646,-28.7842
STATIC_7,7,-2689.0,-5164.0,4011.0,-11.0352,33.8867,-28.6865
STATIC_7,7,-2673.0,-5159.0,4004.0,-11.0229,33.8135,-28.7598
STATIC_7,7,-2696.0,-5150.0,4018.0,-11.0168,33.7891,-28.7598
STATIC_7,7,-2685.0,-5155.0,3976.0,-11.0046,33.8379,-28.6865
STATIC_7,7,-2690.0,-5157.0,3994.0,-11.0168,33.9111,-28.7354
STATIC_7,7,-2678.0,-5165.0,3985.0,-11.0474,34.0088,-28.5156
STATIC_7,7,-2677.0,-5158.0,3972.0,-11.0291,33.9355,-28.6377
STATIC_7,7,-2683.0,-5139.0,4005.0,-11.0413,34.0088,-28.5889
STATIC_7,7,-2664.0,-5141.0,4008.0,-11.0168,33.8867,-28.6865
STATIC_7,7,-2669.0,-5158.0,3997.0,-11.0291,34.0332,-28.5156
STATIC_7,7,-2687.0,-5162.0,3988.0,-10.9863,33.8623,-28.7354
STATIC_7,7,-2682.0,-5157.0,3969.0,-11.0229,33.8623,-28.6865
STATIC_7,7,-2679.0,-5164.0,3982.0,-11.0107,33.8623,-28.7109
STATIC_7,7,-2676.0,-5160.0,3993.0,-10.9802,33.8135,-28.7354
STATIC_7,7,-2692.0,-5150.0,3996.0,-11.0107,33.8867,-28.7109
STATIC_7,7,-2688.0,-5144.0,4010.0,-10.9985,33.8867,-28.7109
STATIC_7,7,-2693.0,-5158.0,4012.0,-10.9985,33.8135,-28.7598
STATIC_7,7,-2672.0,-5171.0,3998.0,-11.0291,33.9111,-28.6865
STATIC_7,7,-2678.0,-5169.0,3978.0,-10.9802,33.8623,-28.7598
STATIC_7,7,-2679.0,-5171.0,3980.0,-11.0168,34.0576,-28.4912
STATIC_7,7,-2683.0,-5160.0,3987.0,-11.0046,33.8867,-28.7354
STATIC_7,7,-2682.0,-5173.0,3971.0,-11.0229,34.0088,-28.6377
STATIC_7,7,-2679.0,-5149.0,3985.0,-11.0046,33.8623,-28.7109
STATIC_7,7,-2687.0,-5155.0,3967.0,-11.0107,34.082,-28.5889
STATIC_7,7,-2673.0,-5173.0,4000.0,-11.0107,34.0088,-28.54
STATIC_7,7,-2682.0,-5142.0,3983.0,-11.0291,34.0332,-28.5645
STATIC_7,7,-2680.0,-5154.0,3992.0,-10.9802,33.8867,-28.7598
STATIC_8,8,1510.0,-2939.0,4231.0,14.502,22.2656,-32.6416
STATIC_8,8,1511.0,-2943.0,4254.0,14.4653,22.3145,-32.7393
STATIC_8,8,1513.0,-2963.0,4244.0,14.4897,22.2046,-32.6172
STATIC_8,8,1535.0,-2966.0,4265.0,14.5142,22.3022,-32.6904
STATIC_8,8,1534.0,-2958.0,4258.0,14.4653,22.2534,-32.6416
STATIC_8,8,1517.0,-2955.0,4259.0,14.4653,22.2656,-32.6416
STATIC_8,8,1520.0,-2948.0,4253.0,14.5142,22.2046,-32.6416
STATIC_8,8,1512.0,-2943.0,4253.0,14.4897,22.229,-32.7148
STATIC_8,8,1524.0,-2965.0,4236.0,14.4775,22.3877,-32.5684
STATIC_8,8,1534.0,-2946.0,4235.0,14.4775,22.3145,-32.5439
STATIC_8,8,1531.0,-2939.0,4257.0,14.4653,22.3877,-32.5439
STATIC_8,8,1537.0,-2941.0,4268.0,14.4775,22.29,-32.5928
STATIC_8,8,1520.0,-2941.0,4280.0,14.4897,22.229,-32.666
STATIC_8,8,1531.0,-2949.0,4244.0,14.4409,22.4487,-32.4707
STATIC_8,8,1518.0,-2949.0,4245.0,14.4897,22.2656,-32.6904
STATIC_8,8,1502.0,-2941.0,4228.0,14.4653,22.229,-32.6416
STATIC_8,8,1532.0,-2941.0,4268.0,14.502,22.2534,-32.666
STATIC_8,8,1519.0,-2951.0,4267.0,14.4775,22.2778,-32.6904
STATIC_8,8,1523.0,-2946.0,4284.0,14.4653,22.3267,-32.6172
STATIC_8,8,1547.0,-2928.0,4262.0,14.4775,22.3022,-32.6904
STATIC_8,8,1530.0,-2948.0,4256.0,14.4653,22.2656,-32.666
STATIC_8,8,1515.0,-2945.0,4305.0,14.5142,22.2778,-32.6416
STATIC_8,8,1525.0,-2954.0,4287.0,14.502,22.3145,-32.6416
STATIC_8,8,1503.0,-2953.0,4271.0,14.4531,22.4365,-32.4463
STATIC_8,8,1516.0,-2941.0,4271.0,14.502,22.2412,-32.7148
STATIC_8,8,1502.0,-2953.0,4268.0,14.4531,22.4487,-32.4707
STATIC_8,8,1516.0,-2961.0,4265.0,14.4897,22.2534,-32.7148
STATIC_8,8,1515.0,-2961.0,4260.0,14.4775,22.4243,-32.5195
STATIC_8,8,1525.0,-2940.0,4275.0,14.4653,22.2046,-32.6904
STATIC_8,8,1514.0,-2950.0,4272.0,14.4775,22.4609,-32.5195
STATIC_8,8,1537.0,-2942.0,4230.0,14.4897,22.2046,-32.7637
STATIC_8,8,1534.0,-2951.0,4262.0,14.4653,22.29,-32.6416
STATIC_8,8,1531.0,-2946.0,4276.0,14.502,22.2656,-32.7148
STATIC_8,8,1515.0,-2938.0,4238.0,14.5264,22.2534,-32.6904
STATIC_8,8,1516.0,-2958.0,4264.0,14.4775,22.2656,-32.6904
STATIC_8,8,1521.0,-2951.0,4260.0,14.4897,22.3145,-32.6904
STATIC_8,8,1530.0,-2943.0,4237.0,14.4531,22.3145,-32.6416
STATIC_8,8,1529.0,-2943.0,4260.0,14.4653,22.3022,-32.7148
STATIC_8,8,1502.0,-2933.0,4236.0,14.4531,22.3022,-32.6904
STATIC_8,8,1522.0,-2949.0,4257.0,14.4409,22.3999,-32.5439
STATIC_8,8,1520.0,-2951.0,4295.0,14.4897,22.2168,-32.7393
STATIC_8,8,1536.0,-2933.0,4275.0,14.4409,22.3511,-32.5928
STATIC_8,8,1522.0,-2935.0,4266.0,14.4409,22.4365,-32.4707
STATIC_8,8,1530.0,-2922.0,4249.0,14.4409,22.3511,-32.6904
STATIC_8,8,1529.0,-2929.0,4261.0,14.4165,22.4243,-32.4951
STATIC_8,8,1512.0,-2924.0,4295.0,14.4775,22.2168,-32.7637
STATIC_8,8,1517.0,-2948.0,4257.0,14.4653,22.2168,-32.7637
STATIC_8,8,1527.0,-2932.0,4265.0,14.4653,22.1802,-32.7637
STATIC_9,9,3339.0,1552.0,4198.0,25.6104,-3.85742,-32.1045
STATIC_9,9,3339.0,1557.0,4189.0,25.6104,-3.84521,-32.1533
STATIC_9,9,3329.0,1555.0,4206.0,25.5615,-4.01917,-32.1777
STATIC_9,9,3325.0,1551.0,4201.0,25.5615,-3.85437,-32.1533
STATIC_9,9,3329.0,1564.0,4194.0,25.5615,-3.97644,-32.1533
STATIC_9,9,3327.0,1546.0,4224.0,25.5615,-3.87878,-32.0801
STATIC_9,9,3331.0,1544.0,4218.0,25.5859,-3.87878,-32.1777
STATIC_9,9,3328.0,1565.0,4214.0,25.5615,-3.87573,-32.0557
STATIC_9,9,3339.0,1558.0,4218.0,25.5615,-3.71094,-31.958
STATIC_9,9,3338.0,1549.0,4236.0,25.5615,-3.91235,-32.1045
STATIC_9,9,3323.0,1565.0,4240.0,25.5127,-3.77197,-31.958
STATIC_9,9,3331.0,1559.0,4246.0,25.6104,-3.89709,-32.1533
STATIC_9,9,3335.0,1561.0,4230.0,25.5615,-3.85742,-31.9824
STATIC_9,9,3337.0,1552.0,4214.0,25.5615,-3.97034,-32.1777
STATIC_9,9,3333.0,1546.0,4206.0,25.5615,-3.7384,-31.9336
STATIC_9,9,3325.0,1556.0,4217.0,25.5615,-3.97034,-32.0801
STATIC_9,9,3309.0,1556.0,4219.0,25.6104,-3.91235,-32.1533
STATIC_9,9,3330.0,1551.0,4224.0,25.5615,-3.93677,-32.1289
STATIC_9,9,3335.0,1561.0,4230.0,25.5859,-3.91541,-32.1777
STATIC_9,9,3347.0,1547.0,4234.0,25.5859,-3.94287,-32.1777
STATIC_9,9,3349.0,1556.0,4217.0,25.5615,-3.93677,-32.1289
STATIC_9,9,3343.0,1567.0,4211.0,25.5859,-3.95508,-32.1533
STATIC_9,9,3331.0,1562.0,4183.0,25.5859,-3.97034,-32.2021
STATIC_9,9,3326.0,1557.0,4180.0,25.5615,-3.98254,-32.1289
STATIC_9,9,3327.0,1548.0,4204.0,25.5859,-3.87573,-32.2021
STATIC_9,9,3327.0,1545.0,4228.0,25.5371,-3.81775,-31.9336
STATIC_9,9,3314.0,1545.0,4219.0,25.5615,-3.89709,-32.0801
STATIC_9,9,3331.0,1552.0,4198.0,25.5615,-3.79639,-32.0068
STATIC_9,9,3325.0,1554.0,4222.0,25.5371,-3.90625,-32.1045
STATIC_9,9,3322.0,1538.0,4213.0,25.5615,-3.7384,-32.0068
STATIC_9,9,3300.0,1546.0,4206.0,25.5615,-3.93372,-32.1289
STATIC_9,9,3317.0,1542.0,4219.0,25.5859,-4.08936,-32.2266
STATIC_9,9,3324.0,1547.0,4194.0,25.5859,-3.91541,-32.1289
STATIC_9,9,3321.0,1546.0,4186.0,25.5615,-3.84827,-32.1533
STATIC_9,9,3330.0,1549.0,4204.0,25.5615,-3.92761,-32.1533
STATIC_9,9,3317.0,1545.0,4199.0,25.5859,-3.90625,-32.2021
STATIC_9,9,3312.0,1544.0,4193.0,25.5615,-3.95203,-32.1533
STATIC_9,9,3330.0,1551.0,4204.0,25.6104,-3.93677,-32.1777
STATIC_9,9,3318.0,1550.0,4199.0,25.5859,-3.94592,-32.1533
STATIC_9,9,3326.0,1553.0,4205.0,25.5615,-3.80859,-32.0557
STATIC_9,9,3323.0,1545.0,4214.0,25.5859,-3.93372,-32.2021
STATIC_9,9,3318.0,1542.0,4221.0,25.5371,-3.86963,-32.0068
STATIC_9,9,3319.0,1537.0,4224.0,25.5615,-3.79944,-32.0312
STATIC_9,9,3303.0,1556.0,4233.0,25.5615,-3.79028,-32.0312
STATIC_9,9,3317.0,1558.0,4217.0,25.5615,-3.8147,-31.958
STATIC_9,9,3340.0,1554.0,4207.0,25.5371,-3.74146,-32.0312
STATIC_9,9,3327.0,1563.0,4221.0,25.6104,-3.92761,-32.1289
STATIC_9,9,3319.0,1554.0,4228.0,25.5615,-3.86963,-32.1045
STATIC_9,9,3318.0,1555.0,4222.0,25.5859,-3.91235,-32.1533
STATIC_9,9,3323.0,1553.0,4189.0,25.5859,-3.9032,-32.0801
STATIC_9,9,3310.0,1554.0,4208.0,25.5859,-3.92151,-32.1533
STATIC_9,9,3326.0,1559.0,4211.0,25.5859,-3.84827,-32.1533
STATIC_9,9,3313.0,1542.0,4226.0,25.5615,-3.89709,-32.1045
STATIC_9,9,3300.0,1556.0,4204.0,25.5859,-3.89099,-32.1289
STATIC_9,9,3322.0,1548.0,4179.0,25.5127,-3.70789,-31.8848
STATIC_9,9,3324.0,1549.0,4185.0,25.5859,-3.91541,-32.1289
STATIC_9,9,3323.0,1569.0,4216.0,25.5371,-3.71094,-31.958
STATIC_9,9,3323.0,1560.0,4201.0,25.5615,-3.92151,-32.1045
STATIC_9,9,3310.0,1554.0,4183.0,25.5615,-3.67126,-31.9824
STATIC_9,9,3317.0,1563.0,4214.0,25.5615,-4.01001,-32.1289
STATIC_9,9,3310.0,1575.0,4186.0,25.5859,-3.74146,-31.958
